Municipality,Municipality District,Community,Condo Corp#,Building Name,Unit #,Apt/Unit #,Street #,Street Name,Address,Postal Code,Bedrooms,Bedrooms +,Beds,Bedrooms Total,WR,Balcony,Type,SqFt,Approx Age,Status,Exposure,Parking Included,Total Parking Spaces,Locker,Building Amenities,Maintenance,Taxes,MLS#,Listing Entry Date,Original Price,Price,List Price,Sold Price,% Listing Price,Sold Date,Closed Date,DOM,Square Foot Source,Suspended Date,Terminated Date,PIN#,Assessment Roll #,List Brokerage,Contract Date,Co-Operating Brokerage,Last Update Date,Full Address,location,Latitude,Longitude,Area,Reg year
Toronto,Toronto C01,Bay Street Corridor,2088,,1004,1004,35,Balmuto,35 Balmuto St 1004‚ Toronto,M4Y 0A3,1,1,1+1,2,2,Open,Condo Apt‚ Apartment,800-899,,TER,Nw,,0,Exclusive,"Concierge, Exercise Room, Gym, Media Room, Party/Meeting Room, Visitor Parking",758.42,4004.36,C8204122,4/4/2024,860000,860000,860000,,,,,33,825 As Per Builder Plan,,5/7/2024,762080099,1.90E+14,WEB MAX REALTY INC.,4/4/2024,,5/7/2024,"35 Balmuto st, Toronto, ON, Canada","35 Balmuto St, Toronto, ON M4Y 0A3, Canada",43.6694507,-79.3874705,853,
Toronto,Toronto C01,Waterfront Communities C1,2204,,11,4511,33,Bay,33 Bay St 4511‚ Toronto,M5J 2Z3,1,,1,1,1,Encl,Condo Apt‚ Apartment,600-699,16-30,EXP,S,Y,1,Common,"Bus Ctr (Wifi Bldg), Concierge, Guest Suites, Gym, Indoor Pool, Sauna",460.2,2591.28,C7346240,12/7/2023,862888,862888,862888,,,,,147,Per Floor Plan,,,,,LIVING REALTY INC.,12/7/2023,,5/3/2024,"33 Bay st, Toronto, ON, Canada","33 Bay St., Toronto, ON M5J 2Z3, Canada",43.6427875,-79.3771823,667,2009
Toronto,Toronto C01,Kensington-Chinatown,2856,,5,2905,203,College,203 College St 2905‚ Toronto,M5T 0C8,1,1,1+1,2,2,,Condo Apt‚ Apartment,500-599,0-5,Sold,N,,0,,,524.76,3198.12,C8176058,3/27/2024,929000,870000,929000,870000,94,5/3/2024,6/18/2024,37,Floor Plan,,,768560231,1.90E+14,BAY STREET GROUP INC.,3/27/2024,"RE/MAX REALTRON REALTY INC., BROKERAGE",5/3/2024,"203 College st, Toronto, ON, Canada","203 College St, Toronto, ON M5T 1P9, Canada",43.6585144,-79.3954271,,
Toronto,Toronto C01,Waterfront Communities C1,2963,,8,2708,357,King,357 King St W 2708‚ Toronto,M5V 0S7,2,,2,2,2,,Condo Apt‚ Apartment,800-899,,Sold,S,,0,,,542.94,2789,C8266424,4/24/2024,799000,875000,799000,875000,110,5/3/2024,6/10/2024,9,818 As Per Mpac,,,,,BRAD J. LAMB REALTY 2016 INC.,4/24/2024,"KELLER WILLIAMS REFERRED URBAN PIERRE CARAPETIAN GROUP REALTY, BROKERAGE",5/7/2024,"357 King st, Toronto, ON, Canada","357 King St W, Toronto, ON M5V 0S7, Canada",43.6457762,-79.3925063,818,
Toronto,Toronto C01,Waterfront Communities C1,1396,,23,509,550,Queens,550 Queens Quay W 509‚ Toronto,M5V 3M8,2,,2,2,2,,Condo Apt‚ Apartment,700-799,,TER,W,Y,1,Owned,"Concierge, Exercise Room, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",626.51,2591.81,C8109194,3/2/2024,889900,889900,889900,,,,,65,Previous Listing,,5/6/2024,123960117,1.90E+14,RE/MAX GOLD REALTY INC.,3/2/2024,,5/7/2024,"550 Queens st, Toronto, ON, Canada","550 Queen St E, Toronto, ON M5A 1V2, Canada",43.6574553,-79.3571601,791,
Toronto,Toronto C01,Waterfront Communities C1,1371,,14,614,550,Front,550 Front St W 614‚ Toronto,M5V 3N5,2,1,2+1,3,2,Open,Condo Apt‚ 2-Storey,1000-1199,,TER,N,Y,1,Owned,"Bbqs Allowed, Bike Storage, Gym",984.17,3557.9,C8276850,4/27/2024,899900,899900,899900,,,,,11,As Per Builder Floorplan,,5/8/2024,123710183,1.90E+14,RE/MAX CROSSROADS REALTY INC.,4/27/2024,,5/8/2024,"550 Front st, Toronto, ON, Canada","550 Front St W, Toronto, ON M5V 3N5, Canada",43.6414407,-79.3994638,1150,
Toronto,Toronto C01,Niagara,1400,,423,423,12,Douro,12 Douro St 423‚ Toronto,M6K 3M4,3,,3,3,2,Terr,Condo Townhouse‚ Stacked Townhse,1000-1199,16-30,Sold,E,Y,1,,"Bbqs Allowed, Visitor Parking",952.62,3812.49,C8287524,4/30/2024,910000,900000,910000,900000,99,5/8/2024,7/2/2024,8,Iguide,,,124000081,1.90E+14,DAVENPORT REALTY BROKERAGE,4/30/2024,"PROPERTY.CA INC., BROKERAGE",5/8/2024,"12 Douro st, Toronto, ON, Canada","12 Douro St, Toronto, ON M6K 0A1, Canada",43.6409125,-79.4123716,1100,
Toronto,Toronto C01,Niagara,1977,Zip Condos And Lofts,5,1405,80,Western Battery,80 Western Battery Rd 1405‚ Toronto,M6K 3S1,2,,2,2,2,Terr,Condo Apt‚ Apartment,800-899,,TER,N,Y,1,Owned,"Concierge, Exercise Room, Guest Suites, Indoor Pool, Party/Meeting Room, Visitor Parking",748.56,3018.22,C8258878,4/22/2024,910000,910000,910000,,,,,14,Mpac,,5/6/2024,129770250,1.90E+14,CORE ASSETS REAL ESTATE,4/22/2024,,5/6/2024,"80 Western Battery st, Toronto, ON, Canada","80 Western Battery Rd, Toronto, ON M6K 3S1, Canada",43.63966,-79.41464,816,2008
Toronto,Toronto C01,Waterfront Communities C1,2433,The York Harbour,6,506,35,Bastion,35 Bastion St 506‚ Toronto,M5V 0C2,2,1,2+1,3,2,Open,Condo Apt‚ Apartment,900-999,,Sold,Se,Y,1,Owned,"Concierge, Exercise Room, Guest Suites, Media Room, Outdoor Pool, Visitor Parking",793.74,3144.81,C8117344,3/6/2024,948000,931000,928000,931000,100,5/6/2024,6/28/2024,61,Mpac,,,,1.90E+14,CENTURY 21 SKYLARK REAL ESTATE LTD.,3/6/2024,"RE/MAX DYNAMICS REALTY, BROKERAGE",5/6/2024,"35 Bastion st, Toronto, ON, Canada","35 Bastion St, Toronto, ON M5V 0C2, Canada",43.6372259,-79.4035587,,
Toronto,Toronto C01,Waterfront Communities C1,2338,,1,4201,300,Front,300 Front St W 4201‚ Toronto,M5V 0E9,2,,2,2,2,Open,Condo Apt‚ Apartment,800-899,,Sold,W,Y,1,Owned,"Concierge, Gym, Outdoor Pool, Visitor Parking",686.78,4477.36,C8165570,3/22/2024,999900,935000,959000,935000,97,5/1/2024,5/30/2024,40,885 Sq.Ft.,,,,,EXPRESS REALTY INC.,3/22/2024,"RE/MAX REALTY SERVICES INC., BROKERAGE",5/7/2024,"300 Front st, Toronto, ON, Canada","300 Front St W, Toronto, ON M5V 0E9, Canada",43.6441279,-79.3894049,885,2013
Toronto,Toronto C01,Waterfront Communities C1,2824,,16,2705,125,Blue Jays,125 Blue Jays Way 2705‚ Toronto,M5V 0N5,2,,2,2,2,Terr,Condo Apt‚ Apartment,800-899,,Sold,Nw,Y,1,,,758.55,4364,C8258206,4/22/2024,949000,935000,949000,935000,99,5/8/2024,6/27/2024,16,865Sqft,,,768240430,1.90E+14,RE/MAX HALLMARK REALTY LTD.,4/22/2024,"CENTURY 21 KING`S QUAY REAL ESTATE INC., BROKERAGE",5/8/2024,"125 Blue Jays st, Toronto, ON, Canada","125 Blue Jays Way, Toronto, ON M5V 0L7, Canada",43.645753,-79.3920256,850,
Toronto,Toronto C01,Waterfront Communities C1,2419,,17,517,295,Adelaide,295 Adelaide St W 517‚ Toronto,M5V 0L4,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,,TER,W,Y,1,Owned,"Concierge, Exercise Room, Games Room, Indoor Pool, Media Room",499.81,2553,C8217784,4/9/2024,599900,599900,599900,,,,,25,Matterport Floor Plan,,5/3/2024,764190179,1.90E+14,INTERCITY REALTY INC.,4/8/2024,,5/3/2024,"295 Adelaide st, Toronto, ON, Canada","295 Adelaide St W, Toronto, ON M5V 0L4, Canada",43.6476752,-79.390532,534,2014
Toronto,Toronto C01,Waterfront Communities C1,1928,Infinity Ii,9,1610,51,Lower Simcoe,51 Lower Simcoe St 1610‚ Toronto,M5J 3A2,2,,2,2,2,Open,Condo Apt‚ Apartment,800-899,,Sold,W,Y,1,,"Bus Ctr (Wifi Bldg), Exercise Room, Guest Suites, Indoor Pool, Party/Meeting Room, Visitor Parking",751.06,3376,C8253308,4/19/2024,969000,960000,969000,960000,99,4/24/2024,5/31/2024,5,Builder,,,129280223,1.90E+14,RE/MAX CROSSROADS REALTY INC.,4/19/2024,"WARWICK REALTY GROUP INC., BROKERAGE",5/7/2024,"51 Lower Simcoe st, Toronto, ON, Canada","51 Lower Simcoe St, Toronto, ON M5J 3A2, Canada",43.6421819,-79.3836628,856,
Toronto,Toronto C01,Kensington-Chinatown,2770,,10,3511,488,University,488 University Ave 3511‚ Toronto,M5G 0C1,1,1,1+1,2,1,Open,Condo Apt‚ Apartment,600-699,,TER,W,,0,,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Sauna",504.28,3218.1,C8255750,4/21/2024,969000,969000,969000,,,,,12,Floor Plan,,5/3/2024,,,RE/MAX ATRIUM HOME REALTY,4/21/2024,,5/3/2024,"488 University st, Toronto, ON, Canada","488 University Ave, Toronto, ON M5G 0C1, Canada",43.6550277,-79.3890703,619,
Toronto,Toronto C01,Waterfront Communities C1,2025,,9,909,25,Oxley,25 Oxley St 909‚ Toronto,M5V 2J6,1,1,1+1,2,1,Open,Condo Apt‚ Apartment,800-899,,TER,S,Y,1,Owned,"Bbqs Allowed, Concierge, Party/Meeting Room",586.85,3338,C8252168,4/19/2024,974900,974900,974900,,,,,14,As Per Seller,,5/3/2024,,1.90E+14,RE/MAX PREMIER INC.,4/19/2024,,5/3/2024,"25 Oxley st, Toronto, ON, Canada","25 Oxley St, Toronto, ON M5V 2J5, Canada",43.6462529,-79.3944679,800,2009
Toronto,Toronto C01,Waterfront Communities C1,0,,27,2927,28,Widmer,28 Widmer St 2927‚ Toronto,M5V 2E7,2,,2,2,2,Encl,Comm Element Condo‚ Apartment,600-699,New,TER,N,,0,,,0,0,C8132766,3/11/2024,999900,999900,999900,,,,,57,Floor Plan,,5/7/2024,,,ROYAL LEPAGE CERTIFIED REALTY,3/11/2024,,5/7/2024,"28 Widmer st, Toronto, ON, Canada","28 Widmer St, Toronto, ON M5V 2E7, Canada",43.6472429,-79.3917842,676,
Toronto,Toronto C01,Bay Street Corridor,2525,U Condominiums,16,2105,1080,Bay,1080 Bay St 2105‚ Toronto,M5S 0A5,1,1,1+1,2,1,Open,Condo Apt‚ Apartment,600-699,,Sold,W,Y,1,Owned,"Bike Storage, Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",552.78,3677.84,C8225372,4/11/2024,1059000,1000000,1059000,1000000,94,4/25/2024,5/30/2024,14,648 Sq Ft As Per Floor Plan,,,,,ROYAL LEPAGE SIGNATURE REALTY,4/11/2024,"ROYAL LEPAGE GOLDEN RIDGE HARBORELITE REALTY, BROKERAGE",5/3/2024,"1080 Bay st, Toronto, ON, Canada","1080 Bay St., Toronto, ON M5S 0A5, Canada",43.6669805,-79.3888889,686,
Toronto,Toronto C01,Bay Street Corridor,2128,Crystal Blu,1,Sph01,21,Balmuto,21 Balmuto St Sph01‚ Toronto,M4Y 1W4,4,1,4+1,5,4,Open,Condo Apt‚ Apartment,4000-4249,,SUS,Ns,Y,4,Owned,"Concierge, Guest Suites, Gym, Outdoor Pool, Recreation Room, Visitor Parking",4142,21800,C7353178,12/12/2023,4900000,4900000,4900000,,,,,150,As Per Plan,5/10/2024,,,,ROYAL LEPAGE YOUR COMMUNITY REALTY,12/12/2023,,5/11/2024,"21 Balmuto st, Toronto, ON, Canada","21 Balmuto St, Toronto, ON M4Y 1W4, Canada",43.6691686,-79.3873418,,
Toronto,Toronto C01,Waterfront Communities C1,2307,The Garrison,26,929,169,Fort York,169 Fort York Blvd 929‚ Toronto,M5V 0C8,2,1,2+1,3,2,Open,Condo Apt‚ 2-Storey,1000-1199,,Sold,N,Y,1,Owned,"Gym, Media Room, Party/Meeting Room, Rooftop Deck/Garden, Sauna, Visitor Parking",743.57,3491.27,C8273490,4/26/2024,998000,1088800,998000,1088800,109,4/28/2024,5/28/2024,2,"Flr Pln, 195 Sqf Exterior",,,763070225,1.90E+14,HOMELIFE NEW WORLD REALTY INC.,4/26/2024,"RIGHT AT HOME REALTY, BROKERAGE",5/3/2024,"169 Fort York st, Toronto, ON, Canada","169 Fort York Blvd, Toronto, ON M5V 0C8, Canada",43.6384989,-79.4009491,1000,
Toronto,Toronto C01,Waterfront Communities C1,2824,King Blue,22,2311,125,Blue Jays,125 Blue Jays Way 2311‚ Toronto,M5V 0N5,3,,3,3,2,Open,Condo Apt‚ Apartment,800-899,0-5,TER,Se,Y,1,,,744.53,4264.13,C8179700,3/28/2024,1098000,1098000,1098000,,,,,41,837 Sqft,,5/6/2024,768240370,1.90E+14,HC REALTY GROUP INC.,3/26/2024,,5/6/2024,"125 Blue Jays st, Toronto, ON, Canada","125 Blue Jays Way, Toronto, ON M5V 0L7, Canada",43.645753,-79.3920256,815,
Toronto,Toronto C01,Niagara,1328,,17,317,993,Queen,993 Queen St W 317‚ Toronto,M6J 1H2,1,,1,1,1,,Condo Apt‚ Loft,900-999,,TER,N,Y,0,,"Concierge, Exercise Room, Gym, Rooftop Deck/Garden",544,3956.04,C8259872,4/22/2024,1179900,1179900,1179900,,,,,15,Floor Plan,,5/7/2024,123280065,1.90E+14,SAGE REAL ESTATE LIMITED,4/22/2024,,5/7/2024,"993 Queen st, Toronto, ON, Canada","993 Queen St W, Toronto, ON M6J 1H2, Canada",43.6446488,-79.4156165,945,
Toronto,Toronto C01,Trinity-Bellwoods,2636,109Oz,7,Ph607,109,Ossington,109 Ossington Ave Ph607‚ Toronto,M6J 2Z2,2,1,2+1,3,2,Open,Condo Apt‚ Apartment,900-999,,TER,W,Y,1,Owned,"Bbqs Allowed, Bike Storage, Concierge, Party/Meeting Room, Visitor Parking",788.53,4177.5,C8163540,3/21/2024,1199000,1199000,1199000,,,,,43,Builder's Plan,,5/3/2024,,,BOSLEY REAL ESTATE LTD.,3/21/2024,,5/3/2024,"109 Ossington st, Toronto, ON, Canada","109 Ossington Ave, Toronto, ON M6J 2Z2, Canada",43.6463921,-79.4193899,949,2018
Toronto,Toronto C01,Niagara,2138,Quay West At Tip Top,20,Th120,90,Stadium,90 Stadium Rd Th120‚ Toronto,M5V 3W5,2,1,2+1,3,3,Terr,Condo Townhouse‚ 2-Storey,1000-1199,16-30,Sold,S,Y,1,,"Bbqs Allowed, Concierge, Guest Suites, Gym, Sauna",1043.71,4525.6,C8127256,3/8/2024,1495000,1365900,1495000,1365900,91,5/2/2024,5/15/2024,55,Previous Listing,,,761380020,1.90E+14,ROYAL LEPAGE TERREQUITY REALTY,3/8/2024,"KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",5/3/2024,"90 Stadium st, Toronto, ON, Canada","90 Stadium Rd, Toronto, ON M5V 3W5, Canada",43.6348555,-79.4012965,1150,2011
Toronto,Toronto C01,University,0,Artist Alley Condo,32,1232,234,Simcoe,234 Simcoe St 1232‚ Toronto,M5T 1T4,3,,3,3,2,Open,Condo Apt‚ Apartment,800-899,New,TER,S,Y,1,,"Exercise Room, Gym, Lap Pool, Outdoor Pool, Party/Meeting Room, Recreation Room",586.92,0,C8233496,4/15/2024,1499000,1389000,1389000,,,,,20,Builder Floor Plan,,5/5/2024,,,ROYAL LEPAGE VISION REALTY,4/15/2024,,5/5/2024,"234 Simcoe st, Toronto, ON, Canada","234 Simcoe St, Toronto, ON M5T 1T4, Canada",43.6533594,-79.3887858,804,
Toronto,Toronto C01,Waterfront Communities C1,2130,,11,Ph 5001,55,Bremner,55 Bremner Blvd Ph 5001‚ Toronto,M5J 0A6,2,1,2+1,3,2,Open,Condo Apt‚ Apartment,1400-1599,,EXP,Nw,Y,1,Owned,"Concierge, Gym, Indoor Pool, Media Room, Outdoor Pool, Party/Meeting Room",1624.47,6189.86,C7392914,1/11/2024,1595000,1399000,1399000,,,,,113,As Per Floorplan,,,,,FOREST HILL REAL ESTATE INC.,1/11/2024,,5/4/2024,"55 Bremner st, Toronto, ON, Canada","Maple Leaf Square, 55 Bremner Blvd, Toronto, ON M5J 0A6, Canada",43.642884,-79.3804767,,
Toronto,Toronto C01,Palmerston-Little Italy,2882,,3,3,662,Bathurst,662 Bathurst St 3‚ Toronto,M5S 2R3,3,1,3+1,4,3,Terr,Condo Apt‚ 2-Storey,1800-1999,,Sold,S,Y,2,,"Bbqs Allowed, Rooftop Deck/Garden",245.84,7862.03,C8264026,4/23/2024,1695000,1695000,1695000,1695000,100,5/3/2024,7/24/2024,10,Owner,,,,,RE/MAX HALLMARK BIBBY GROUP REALTY,4/23/2024,"THE AGENCY, BROKERAGE",5/3/2024,"662 Bathurst st, Toronto, ON, Canada","662 Bathurst St, Toronto, ON M5S 2R3, Canada",43.6615795,-79.4100683,,
Toronto,Toronto C01,Waterfront Communities C1,2206,,7,Ph3508,375,King,375 King St W Ph3508‚ Toronto,M5V 1K5,2,1,2+1,3,3,Terr,Condo Apt‚ Apartment,1600-1799,,Sold,Nw,Y,1,Owned,"Concierge, Gym, Party/Meeting Room, Visitor Parking",1460.89,4670.5,C8166228,3/22/2024,1845000,1710000,1845000,1710000,93,5/3/2024,6/26/2024,42,1665 Sq Ft,,,,,ROYAL LEPAGE SIGNATURE REALTY,3/22/2024,"ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",5/4/2024,"375 King st, Toronto, ON, Canada","375 King St W, Toronto, ON M5V 1K5, Canada",43.6457486,-79.3930826,1665,2011
Toronto,Toronto C01,Waterfront Communities C1,2874,Waterworks,5,1105,505,Richmond,505 Richmond St W 1105‚ Toronto,M5V 0P4,2,,2,2,2,Terr,Condo Apt‚ Apartment,1200-1399,0-5,Sold,Sw,Y,1,Owned,,1002.48,7448.94,C8280716,4/29/2024,1750000,1750000,1750000,1750000,100,5/3/2024,6/3/2024,4,Mpac,,,768740232,,CHESTNUT PARK REAL ESTATE LIMITED,4/29/2024,"SUTTON GROUP REALTY SYSTEMS INC., BROKERAGE",5/6/2024,"505 Richmond st, Toronto, ON, Canada","505 Richmond St W, Toronto, ON M5V 0P4, Canada",43.64709,-79.3999337,1240,
Toronto,Toronto C01,Waterfront Communities C1,0,"Tridel At The Well, Classic Series 1",3,2105,470,Front,470 Front St W 2105‚ Toronto,M5V 0V6,3,,3,3,2,Open,Condo Apt‚ Apartment,1200-1399,New,EXP,Nw,,0,,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",1084,1010,C7388524,1/9/2024,1845000,1820000,1820000,,,,,120,As Per Builder's Plans,,,,,DEL REALTY INCORPORATED,1/6/2024,,5/6/2024,"470 Front st, Toronto, ON, Canada","470 Front St W, Toronto, ON M5V 0V6, Canada",43.6426557,-79.3960844,1260,
Toronto,Toronto C01,Waterfront Communities C1,510,Harbourside Condos,1,1401,65,Harbour,65 Harbour Sq 1401‚ Toronto,M5J 2L4,2,,2,2,2,Open,Condo Apt‚ Apartment,1400-1599,,EXP,S,Y,1,Exclusive,"Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Squash/Racquet Court, Visitor Parking",1354.14,6389.5,C8105472,3/1/2024,2055000,2055000,2055000,,,,,65,Mpac,,,,1.90E+14,CENTURY 21 ATRIA REALTY INC.,3/1/2024,,5/6/2024,"65 Harbour st, Toronto, ON, Canada","65 Harbour St, Toronto, ON, Canada",43.6421018,-79.377458,1557,
Toronto,Toronto C01,Waterfront Communities C1,2165,,5,2505,183,Wellington,183 Wellington St W 2505‚ Toronto,M5V 0A1,1,,1,1,2,,Comm Element Condo‚ Multi-Level,1200-1399,,TER,S,Y,1,Owned,,1929.31,6860.21,C8228320,4/12/2024,2095000,2095000,2095000,,,,,21,"1255, As Per Seller",,5/3/2024,761650028,1.90E+14,R.J.L. REALTY LTD.,4/12/2024,,5/3/2024,"183 Wellington st, Toronto, ON, Canada","183 Wellington St W, Toronto, ON M5V 0A1, Canada",43.6454133,-79.3872946,1255,
Toronto,Toronto C01,Waterfront Communities C1,2130,Maple Leaf Square Condos,1,5301,65,Bremner,65 Bremner Blvd 5301‚ Toronto,M5J 0A7,3,,3,3,3,Open,Condo Apt‚ Apartment,1800-1999,,EXP,Sw,Y,1,,,2188.02,9127.95,C7393060,1/11/2024,2250000,2250000,2250000,,,,,113,Floorplan,,,,,FOREST HILL REAL ESTATE INC.,1/11/2024,,5/4/2024,"65 Bremner st, Toronto, ON, Canada","65 Bremner Blvd, Toronto, ON M5J 0A7, Canada",43.6429418,-79.3805571,1990,
Toronto,Toronto C01,Niagara,2320,Minto 775,5,Lph 5,775,King,775 King St W Lph 5‚ Toronto,M5V 2K3,2,1,2+1,3,3,Terr,Condo Apt‚ Apartment,1400-1599,,EXP,Ne,Y,1,Owned,"Bbqs Allowed, Guest Suites, Gym, Party/Meeting Room, Visitor Parking",840.9,6224.91,C8114010,3/5/2024,2350000,2350000,2350000,,,,,61,1453 Sq Ft Mpac+1200 Sq Balcony&Terrace,,,,,FOREST HILL REAL ESTATE INC.,3/5/2024,,5/6/2024,"775 King st, Toronto, ON, Canada","775 King St W, Toronto, ON M5V 2K3, Canada",43.643022,-79.4061843,1500,
Toronto,Toronto C01,Waterfront Communities C1,0,,28,4328,28,Widmer,28 Widmer St 4328‚ Toronto,M5V 2E7,2,,2,2,2,Open,Condo Apt‚ Apartment,700-799,New,TER,N,,0,,,0,0,C8014484,1/22/2024,1150000,1115000,1115000,,,,,109,As Per Floor Plan,,5/10/2024,,,RE/MAX IMPACT REALTY,1/22/2024,,5/10/2024,"28 Widmer st, Toronto, ON, Canada","28 Widmer St, Toronto, ON M5V 2E7, Canada",43.6472429,-79.3917842,,
Toronto,Toronto C01,Waterfront Communities C1,2301,,47,953,151,Dan Leckie,151 Dan Leckie Way 953‚ Toronto,M5V 4B2,0,,0,0,1,,Condo Apt‚ Apartment,0-499,,SUS,S,,0,,"Concierge, Gym, Media Room, Party/Meeting Room, Recreation Room, Squash/Racquet Court",419.51,1825.59,C8111308,3/4/2024,449000,488000,488000,,,,,66,Floor Plan,5/9/2024,,,,MEHOME REALTY (ONTARIO) INC.,3/4/2024,,5/9/2024,"151 Dan Leckie st, Toronto, ON, Canada","151 Dan Leckie Way, Toronto, ON M5V 4B2, Canada",43.6398431,-79.3979199,463,
Toronto,Toronto C01,Waterfront Communities C1,2025,Glas Condominiums,409,409,25,Oxley,25 Oxley St 409‚ Toronto,M5V 2J5,1,,1,1,1,,Condo Apt‚ Bachelor/Studio,0-499,,Sold,N,,0,,,271.95,1712.32,C8164342,3/22/2024,499900,495000,499900,495000,99,5/8/2024,6/14/2024,47,Builder's Plan,,,130250235,1.90E+14,DREAM HOME REALTY INC.,3/22/2024,"BRAD J. LAMB REALTY 2016 INC., BROKERAGE",5/9/2024,"25 Oxley st, Toronto, ON, Canada","25 Oxley St, Toronto, ON M5V 2J5, Canada",43.6462529,-79.3944679,402,2009
Toronto,Toronto C01,Bay Street Corridor,2258,Shangri -La Residences,7,4607,180,University,180 University Ave 4607‚ Toronto,M5H 0A2,2,,2,2,3,Open,Condo Apt‚ Apartment,1400-1599,,EXP,E,Y,1,Owned,"Car Wash, Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Sauna",1631.15,7839.3,C8017234,1/23/2024,1849000,1849000,1849000,,,,,98,Seller,,,,,ROYAL LEPAGE YOUR COMMUNITY REALTY,1/23/2024,,5/1/2024,"180 University st, Toronto, ON, Canada","180 University Ave, Toronto, ON M5H 0A2, Canada",43.6488268,-79.386259,1459,2012
Toronto,Toronto C01,Bay Street Corridor,943,The Gallery,2,2002,25,Grenville,25 Grenville St 2002‚ Toronto,M4Y 2X5,1,1,1+1,2,1,,Condo Apt‚ Apartment,800-899,,Sold,S,,0,,,859.94,2105.43,C8089982,2/23/2024,534900,515000,529900,515000,97,5/9/2024,6/3/2024,76,Builder,,,119430141,1.90E+14,AXON CAPITAL REALTY ADVISORS INC.,2/23/2024,"CENTURY 21 PERCY FULTON LTD., BROKERAGE",5/9/2024,"25 Grenville st, Toronto, ON, Canada","25 Grenville St, Toronto, ON M4Y 2X5, Canada",43.6617585,-79.3846976,810,
Toronto,Toronto C01,Waterfront Communities C1,949,One York Quay,18,811,77,Harbour,77 Harbour Sq 811‚ Toronto,M5J 2S2,1,,1,1,1,Open,Condo Apt‚ Apartment,700-799,31-50,EXP,Sw,Y,1,Exclusive,"Concierge, Gym, Indoor Pool, Outdoor Pool, Party/Meeting Room, Squash/Racquet Court",926.07,3384.6,C8028182,1/29/2024,875000,849000,849000,,,,,102,758 Mpac,,,119490720,1.90E+14,CENTURY 21 ATRIA REALTY INC.,1/29/2024,,5/11/2024,"77 Harbour st, Toronto, ON, Canada","77 Harbour St, Toronto, ON M5J 1B7, Canada",43.6417342,-79.3785398,760,
Toronto,Toronto C01,Bay Street Corridor,734,,13,1213,1055,Bay,1055 Bay St 1213‚ Toronto,M5S 3A3,1,,1,1,1,,Condo Apt‚ Apartment,0-499,,Sold,N,Y,1,Owned,,497.41,2012.15,C8029424,1/29/2024,569000,530000,539000,530000,98,4/29/2024,5/22/2024,92,461 Sqf Per Mpac,,,117340174,1.90E+14,HIGHLAND REALTY,1/28/2024,"ROYAL LEPAGE TERRA REALTY, BROKERAGE",5/14/2024,"1055 Bay st, Toronto, ON, Canada","1055 Bay St., Toronto, ON M5S 3A3, Canada",43.6667282,-79.3876786,444,
Toronto,Toronto C01,Bay Street Corridor,2538,,9,609,57,St Joseph,57 St Joseph St 609‚ Toronto,M5S 0C5,0,,0,0,1,Open,Condo Apt‚ Apartment,0-499,,TER,S,,0,,"Concierge, Outdoor Pool, Recreation Room, Rooftop Deck/Garden, Visitor Parking",261.42,2018.81,C8032794,1/31/2024,593000,593000,593000,,,,,103,Pre Listing,,5/13/2024,,,PRESTIGIUM REAL ESTATE LTD.,1/31/2024,,5/14/2024,"57 St Joseph st, Toronto, ON, Canada","57 St Joseph St, Toronto, ON M5S 0C5, Canada",43.6653335,-79.3879832,351,
Toronto,Toronto C01,Waterfront Communities C1,2534,,7,1207,629,King,629 King St W 1207‚ Toronto,M5V 1M5,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,,SUS,S,,0,,"Bike Storage, Concierge, Gym, Media Room, Outdoor Pool, Rooftop Deck/Garden",462.24,2778.36,C8117026,3/5/2024,599000,589000,589000,,,,,65,Floor Plan,5/9/2024,,765340350,1.90E+14,THE CONDO STORE REALTY INC.,3/5/2024,,5/9/2024,"629 King st, Toronto, ON, Canada","629 King St W, Toronto, ON M5V 0G9, Canada",43.644001,-79.4015398,549,
Toronto,Toronto C01,Bay Street Corridor,2037,,2,2102,37,Grosvenor,37 Grosvenor St 2102‚ Toronto,M4Y 3G5,1,1,1+1,2,1,Open,Condo Apt‚ Apartment,600-699,,TER,Sw,Y,1,Owned,"Concierge, Guest Suites, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",658.99,3238.09,C8044772,2/5/2024,756000,749000,749000,,,,,95,As Per Builder,,5/10/2024,,,EXPRESS REALTY INC.,2/5/2024,,5/10/2024,"37 Grosvenor st, Toronto, ON, Canada","37 Grosvenor St, Toronto, ON M4Y 3G5, Canada",43.6623401,-79.3859101,664,
