Municipality,Municipality District,Community,Condo Corp#,Building Name,Unit #,Apt/Unit #,Street #,Street Name,Address,Postal Code,Bedrooms,Bedrooms +,Beds,Bedrooms Total,WR,Balcony,Type,SqFt,Approx Age,Status,Exposure,Parking Included,Total Parking Spaces,Locker,Building Amenities,Maintenance,Taxes,MLS#,Listing Entry Date,Original Price,Price,List Price,Sold Price,% Listing Price,Sold Date,Closed Date,DOM,Square Foot Source,Suspended Date,Terminated Date,PIN#,Assessment Roll #,List Brokerage,Contract Date,Co-Operating Brokerage,Last Update Date,Full Address,location,Latitude,Longitude,Area,Reg year
Toronto,Toronto C01,Waterfront Communities C1,2204,,10,1710,33,Bay,33 Bay St 1710 Toronto,M5J 2Z3,1,1,1+1,2,1,Open,Condo Apt Apartment,600-699,,Sold,S,,1,,"Concierge, Guest Suites, Gym, Indoor Pool, Media Room, Party/Meeting Room",542.54,"3,131.49",C8234062,4/15/2024,"$699,990","$686,800","$699,000","$686,800",98,5/31/2024,8/2/2024,46,660 Sqft + 111 Sqft Balcony,,,,,ROYAL LEPAGE REAL ESTATE SERVICES SUCCESS TEAM,4/15/2024,"EXECUTIVE REAL ESTATE SERVICES LTD., BROKERAGE",5/31/2024,"33 Bay st, Toronto, ON, Canada","33 Bay St., Toronto, ON M5J 2Z3, Canada",43.6427875,-79.3771823,660,2009
Toronto,Toronto C01,Niagara,2181,,12,2412,215,Fort York,215 Fort York Blvd 2412 Toronto,M5V 4A2,1,1,1+1,2,1,Open,Condo Apt Apartment,600-699,,TER,E,Y,1,Owned,"Concierge, Guest Suites, Gym, Indoor Pool, Rooftop Deck/Garden, Visitor Parking",605.73,"2,319.19",C8288706,4/30/2024,"$688,000","$688,000","$688,000",,,,,28,As Per Owner,,5/28/2024,761810716,1.90E+14,KELLER WILLIAMS CO-ELEVATION REALTY,4/30/2024,,5/28/2024,"215 Fort York st, Toronto, ON, Canada","215 Fort York Blvd, Toronto, ON M5V 4A2, Canada",43.6366434,-79.4046054,640,2011
Toronto,Toronto C01,Waterfront Communities C1,1855,,4,2505,30,Grand Trunk,30 Grand Trunk Cres 2505 Toronto,M5J 3A4,1,1,1+1,2,1,Open,Condo Apt Apartment,600-699,16-30,Sold,N,Y,1,Owned,"Concierge, Guest Suites, Gym, Indoor Pool, Sauna, Visitor Parking",727.84,"2,711.73",C8160482,3/21/2024,"$719,900","$690,000","$699,900","$690,000",99,5/24/2024,7/16/2024,64,Strata.Ca,,,128550759,1.90E+14,STRATA REAL ESTATE,3/21/2024,"ROYAL LEPAGE TERREQUITY REALTY, BROKERAGE",5/27/2024,"30 Grand Trunk st, Toronto, ON, Canada","30 Grand Trunk Crescent, Toronto, ON M5J 3A4, Canada",43.6422693,-79.3828647,651,2007
Toronto,Toronto C01,Waterfront Communities C1,2155,Festival Tower,7,2107,80,John,80 John St 2107 Toronto,M5V 3X4,1,1,1+1,2,1,Open,Condo Apt Apartment,600-699,,TER,N,,0,Owned,,672.54,"2,878.30",C8345386,5/16/2024,"$695,000","$695,000","$695,000",,,,,13,Floor Plan,,5/29/2024,761550270,1.90E+14,SAGE REAL ESTATE LIMITED,5/16/2024,,5/29/2024,"80 John st, Toronto, ON, Canada","80 John St, Toronto, ON M5V 3X4, Canada",43.646771,-79.3899912,619,
Toronto,Toronto C01,Waterfront Communities C1,2824,,20,1609,125,Blue Jays,125 Blue Jays Way 1609 Toronto,M5V 0N5,1,1,1+1,2,1,Open,Condo Apt Apartment,500-599,0-5,TER,E,Y,1,Owned,"Concierge, Exercise Room, Gym, Indoor Pool, Rooftop Deck/Garden, Visitor Parking",567.05,"2,818.33",C8072536,2/16/2024,"$725,000","$699,000","$699,000",,,,,101,Builder Floor Plan,,5/27/2024,0,0,BAY STREET GROUP INC.,2/16/2024,,5/27/2024,"125 Blue Jays st, Toronto, ON, Canada","125 Blue Jays Way, Toronto, ON M5V 0L7, Canada",43.645753,-79.3920256,562,
Toronto,Toronto C01,Waterfront Communities C1,2460,,12,313,8,Mercer,8 Mercer St 313 Toronto,M5V 0C4,1,1,1+1,2,2,Open,Condo Apt Apartment,700-799,,TER,S,,0,,"Concierge, Exercise Room, Recreation Room, Rooftop Deck/Garden, Sauna, Visitor Parking",446.28,"3,457.96",C8320884,5/9/2024,"$649,000","$699,000","$699,000",,,,,17,As Per Floor Plan 723 Sf + 62 Sf Balcony,,5/26/2024,764600030,1.90E+14,RE/MAX ELITE REAL ESTATE,5/9/2024,,5/27/2024,"8 Mercer st, Toronto, ON, Canada","8 Mercer St, Toronto, ON M5V 0C4, Canada",43.6459498,-79.3897558,,
Toronto,Toronto C01,Waterfront Communities C1,2909,Pj Condos,5,2105,99,John,99 John St 2105 Toronto,M5V 0S6,1,1,1+1,2,1,Jlte,Condo Apt Apartment,600-699,,TER,W,,0,,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",427.99,"2,798.35",C8247888,4/18/2024,"$699,000","$699,000","$699,000",,,,,43,637 Sq Ft - Floor Plan,,5/31/2024,,,PSR,4/18/2024,,5/31/2024,"99 John st, Toronto, ON, Canada","99 John St, Toronto, ON M5V 0S6, Canada",43.6475245,-79.3899312,637,
Toronto,Toronto C01,Bay Street Corridor,2920,,404,404,20,Edward,20 Edward St 404 Toronto,M5G 0C5,2,,2,2,1,,Condo Apt Apartment,500-599,,TER,S,,0,,"Bbqs Allowed, Concierge, Exercise Room, Gym, Party/Meeting Room, Visitor Parking",444.89,"3,731",C8203254,4/4/2024,"$808,000","$699,000","$699,000",,,,,53,Seller,,5/26/2024,769200004,1.90E+13,ROYAL CANADIAN REALTY,4/3/2024,,5/31/2024,"20 Edward st, Toronto, ON, Canada","20 Edward St, Toronto, ON M5G 0C5, Canada",43.6569939,-79.3821206,527,
Toronto,Toronto C01,Waterfront Communities C1,2593,Musee,31,Lph31,525,Adelaide,525 Adelaide St W Lph31 Toronto,M5V 0N7,1,,1,1,1,Open,Condo Apt Apartment,500-599,,TER,W,,1,Owned,"Concierge, Guest Suites, Gym, Media Room, Outdoor Pool, Party/Meeting Room",366,"2,238.69",C8205434,4/4/2024,"$699,800","$699,800","$699,800",,,,,53,Previous Listing,,5/27/2024,,,INX LANDMARK REALTY,4/4/2024,,5/27/2024,"525 Adelaide st, Toronto, ON, Canada","525 Adelaide St W, Toronto, ON M5V 0N7, Canada",43.6452177,-79.4023557,550,2017
Toronto,Toronto C01,Niagara,-1,,10,310,628,Fleet,628 Fleet St 310 Toronto,M5V 1A8,1,1,1+1,2,2,Open,Condo Apt Apartment,800-899,,TER,Ne,Y,1,Exclusive,,565,"2,750",C8152112,3/18/2024,"$699,900","$699,900","$699,900",,,,,73,As Per Previous Listing N Builder Fp,,5/27/2024,130951384,1.90E+14,INVESTICA REALTY PROFESSIONALS CORPORATION INC.,3/15/2024,,5/27/2024,"628 Fleet st, Toronto, ON, Canada","628 Fleet St, Toronto, ON M5V 1A8, Canada",43.6362736,-79.4032604,811,2010
Toronto,Toronto C01,Waterfront Communities C1,2573,,15,515,30,Nelson,30 Nelson St 515 Toronto,M5V 0H5,1,1,1+1,2,1,Open,Condo Apt Apartment,600-699,,TER,S,Y,1,,"Concierge, Exercise Room, Games Room, Gym, Party/Meeting Room",613.48,"2,931.61",C8273206,4/26/2024,"$709,000","$709,000","$709,000",,,,,31,Builder,,5/27/2024,,,KESLAND REALTY INC.,4/26/2024,,5/27/2024,"30 Nelson st, Toronto, ON, Canada","30 Nelson St, Toronto, ON M5V 0H5, Canada",43.6490377,-79.3884119,645,
Toronto,Toronto C01,Bay Street Corridor,2532,,3,2803,15,Grenville,15 Grenville St 2803 Toronto,M4Y 1A1,1,,1,1,1,Open,Condo Apt Apartment,500-599,,TER,Sw,,0,,"Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Rooftop Deck/Garden, Sauna",446.89,"2,502.46",C8265538,4/24/2024,"$709,000","$709,000","$709,000",,,,,33,Per Builder's Plan,,5/27/2024,,,RE/MAX ATRIUM HOME REALTY,4/24/2024,,5/27/2024,"15 Grenville st, Toronto, ON, Canada","15 Grenville St, Toronto, ON M4Y 0B9, Canada",43.6618614,-79.3841461,535,
Toronto,Toronto C01,Waterfront Communities C1,2307,Garrison At Fort York,20,522,169,Fort York,169 Fort York Blvd 522 Toronto,M5V 0C8,2,,2,2,2,Open,Comm Element Condo Apartment,900-999,,Sold,Nw,Y,1,Owned,"Concierge, Gym, Media Room, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",688.59,"3,218.10",C8169410,3/24/2024,"$849,900","$715,000","$730,000","$715,000",98,5/10/2024,7/18/2024,48,Builder,,,763070107,1.90E+14,RIGHT AT HOME REALTY,3/23/2024,"SOTHEBY`S INTERNATIONAL REALTY CANADA, BROKERAGE",5/24/2024,"169 Fort York st, Toronto, ON, Canada","169 Fort York Blvd, Toronto, ON M5V 0C8, Canada",43.6384989,-79.4009491,975,
Toronto,Toronto C01,Waterfront Communities C1,2510,The Ice Condos,9,4809,12,York,12 York St 4809 Toronto,M5J 0A9,1,1,1+1,2,1,Open,Condo Apt Apartment,500-599,,TER,N,Y,1,,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",610.72,"3,331.30",C7376002,1/3/2024,"$718,000","$718,000","$718,000",,,,,146,590 Sq/Ft As Per Seller,,5/28/2024,765101025,1.90E+14,RE/MAX REALTRON REALTY INC.,1/3/2024,,5/28/2024,"12 York st, Toronto, ON, Canada","12 York St, Toronto, ON M5J 0A9, Canada",43.6417442,-79.3819559,592,
Toronto,Toronto C01,Niagara,2163,,20,720,21,Grand Magazine,21 Grand Magazine St 720 Toronto,M5V 1B5,1,1,1+1,2,1,Open,Condo Apt Apartment,700-799,,SUS,S,Y,1,Owned,"Concierge, Exercise Room, Guest Suites, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden",569.67,"2,465.22",C8290964,4/30/2024,"$689,900","$719,000","$719,000",,,,,28,Builder's Plan,5/28/2024,,761630156,1.90E+14,HOMELIFE NEW WORLD REALTY INC.,4/30/2024,,5/28/2024,"21 Grand Magazine st, Toronto, ON, Canada","21 Grand Magazine St, Toronto, ON M5V 1B5, Canada",43.636454,-79.4018924,738,2011
Toronto,Toronto C01,Waterfront Communities C1,2510,,3,5103,12,York,12 York St 5103 Toronto,M5J 0A9,1,1,1+1,2,1,Open,Condo Apt Apartment,600-699,,TER,S,Y,1,Owned,"Concierge, Gym, Indoor Pool, Party/Meeting Room",660.47,"3,484.61",C8184858,3/31/2024,"$739,900","$719,900","$719,900",,,,,60,As Builder's Plan,,5/30/2024,765101099,1.90E+14,HOMELIFE LANDMARK REALTY INC.,3/31/2024,,5/30/2024,"12 York st, Toronto, ON, Canada","12 York St, Toronto, ON M5J 0A9, Canada",43.6417442,-79.3819559,662,
Toronto,Toronto C01,Waterfront Communities C1,2197,,16,416,156,Portland,156 Portland St 416 Toronto,M5V 0G1,1,,1,1,1,Terr,Condo Apt Apartment,600-699,,TER,S,Y,1,Owned,,472.34,"1,515.78",C8043900,2/4/2024,"$729,000","$729,000","$729,000",,,,,113,680 Sf,,5/27/2024,761970029,1.90E+14,RIGHT AT HOME REALTY,2/4/2024,,5/27/2024,"156 Portland st, Toronto, ON, Canada","156 Portland St, Toronto, ON M5V 0G1, Canada",43.6471229,-79.4013879,676,2011
Toronto,Toronto C01,Waterfront Communities C1,2700,87 Peter,3,1103,87,Peter,87 Peter St 1103 Toronto,M5V 0P1,2,,2,2,1,,Condo Apt Apartment,600-699,0-5,EXP,Sw,,0,,"Bike Storage, Concierge, Guest Suites, Party/Meeting Room, Recreation Room",470.33,"2,318.60",C8088882,2/23/2024,"$729,000","$729,000","$729,000",,,,,90,610 Sq.Ft. As Per Builder,,,,,HOME STANDARDS BRICKSTONE REALTY,2/23/2024,,5/24/2024,"87 Peter st, Toronto, ON, Canada","87 Peter St, Toronto, ON M5V 0P1, Canada",43.6468737,-79.392387,644,
Toronto,Toronto C01,Waterfront Communities C1,1694,,1,3601,10,Navy Wharf,10 Navy Wharf Crt 3601 Toronto,M5V 3V2,1,1,1+1,2,1,Open,Condo Apt Apartment,600-699,,TER,Sw,Y,1,Owned,,662.15,"2,451.45",C8180268,3/28/2024,"$669,000","$729,900","$729,900",,,,,60,686-Sf (665-Sf + 21-Sf) As Per Builder,,5/27/2024,,,WORLD CLASS REALTY POINT,3/28/2024,,5/27/2024,"10 Navy Wharf st, Toronto, ON, Canada","10 Navy Wharf Ct, Toronto, ON M5V 3V2, Canada",43.6404514,-79.3919349,665,
Toronto,Toronto C01,Little Portugal,2218,,4,704,2,Gladstone,2 Gladstone Ave 704 Toronto,M6J 0B2,2,,2,2,1,Open,Condo Apt Apartment,700-799,,TER,E,Y,1,Owned,"Bbqs Allowed, Bike Storage, Party/Meeting Room, Visitor Parking",835.35,"2,964.90",C8298012,5/2/2024,"$730,000","$730,000","$730,000",,,,,25,727-Mpac,,5/27/2024,,,BOSLEY REAL ESTATE LTD.,5/2/2024,,5/27/2024,"2 Gladstone st, Toronto, ON, Canada","2 Gladstone Ave, Toronto, ON M6J 1J6, Canada",43.6427533,-79.4274355,767,2012
Toronto,Toronto C01,Waterfront Communities C1,0,,18,618,15,Mercer,15 Mercer St 618 Toronto,M5V 1H2,2,,2,2,2,,Condo Apt Apartment,600-699,,Sold,N,,0,,"Concierge, Exercise Room, Gym, Party/Meeting Room, Rooftop Deck/Garden",422,0,C8276796,4/27/2024,"$779,900","$730,000","$749,900","$730,000",97,5/17/2024,7/18/2024,20,649 Sqft Builder Floor Plan,,,,,ROYAL LEPAGE SIGNATURE CONNECT.CA REALTY,4/27/2024,"POWER 7 REALTY, BROKERAGE",5/29/2024,"15 Mercer st, Toronto, ON, Canada","15 Mercer St, Toronto, ON M5V 1H2, Canada",43.6455696,-79.3901536,649,
Toronto,Toronto C01,Bay Street Corridor,2278,Burano,1,2001,832,Bay,832 Bay St W 2001 Toronto,M5S 1Z6,1,,1,1,1,Open,Comm Element Condo Multi-Level,600-699,,TER,W,,0,Exclusive,"Bike Storage, Concierge, Exercise Room, Games Room, Outdoor Pool, Party/Meeting Room",464.17,"2,858.32",C8350114,5/17/2024,"$732,000","$732,000","$732,000",,,,,14,As Per Builder,,5/30/2024,762780195,1.90E+14,AIMHOME REALTY INC.,5/16/2024,,5/30/2024,"832 Bay st, Toronto, ON, Canada","832 Bay St., Toronto, ON M5S 1Z6, Canada",43.6620809,-79.3865134,613,2012
Toronto,Toronto C01,Waterfront Communities C1,2585,Brant Park Lofts,5,705,39,Brant,39 Brant St 705 Toronto,M5V 0M8,2,,2,2,1,Open,Condo Apt Loft,600-699,,Sold,N,Y,1,Owned,"Bbqs Allowed, Concierge, Exercise Room, Guest Suites, Gym, Party/Meeting Room",631.34,"3,647.98",C8336910,5/14/2024,"$699,000","$735,000","$699,000","$735,000",105,5/31/2024,6/25/2024,17,680 Sf. Mpac,,,765850137,1.90E+14,HAZELTON REAL ESTATE INC.,5/14/2024,"PROPERTY.CA INC., BROKERAGE",5/31/2024,"39 Brant st, Toronto, ON, Canada","39 Brant St, Toronto, ON M5V 0M8, Canada",43.6464821,-79.3980985,680,
Toronto,Toronto C01,Little Portugal,2583,,6,1606,68,Abell,68 Abell St 1606 Toronto,M6J 0A2,2,,2,2,2,Open,Condo Apt Apartment,600-699,,TER,Se,Y,1,,"Concierge, Gym, Party/Meeting Room, Visitor Parking",528.07,"2,098.76",C8099422,2/28/2024,"$699,000","$739,000","$739,000",,,,,93,As Per Builder,,5/31/2024,,,TRADEWORLD REALTY INC,2/28/2024,,5/31/2024,"68 Abell st, Toronto, ON, Canada","68 Abell St, Toronto, ON M6J 0B1, Canada",43.6423205,-79.4243624,617,
Toronto,Toronto C01,Waterfront Communities C1,2155,,4,2304,80,John,80 John St 2304 Toronto,M5V 3X4,1,1,1+1,2,1,Open,Condo Apt Apartment,600-699,,SUS,W,,1,Owned,"Concierge, Exercise Room, Guest Suites, Gym, Indoor Pool, Rooftop Deck/Garden",803.44,"3,110.54",C8172710,3/26/2024,"$799,000","$749,000","$749,000",,,,,63,Mls,5/28/2024,,761550291,1.90E+14,CITYSCAPE REAL ESTATE LTD.,3/26/2024,,5/28/2024,"80 John st, Toronto, ON, Canada","80 John St, Toronto, ON M5V 3X4, Canada",43.646771,-79.3899912,674,
Toronto,Toronto C01,Bay Street Corridor,1866,College Park I,11,311,763,Bay,763 Bay St 311 Toronto,M5G 2R3,1,1,1+1,2,2,Open,Condo Apt Apartment,700-799,16-30,TER,W,Y,1,Owned,"Concierge, Guest Suites, Gym, Indoor Pool, Party/Meeting Room, Recreation Room",722.52,"3,817.75",C8267784,4/24/2024,"$699,900","$750,000","$750,000",,,,,29,760Sqft 40Sqft Balcony Per Builder's Floorplan,,5/22/2024,128660032,1.90E+14,LIVING REALTY INC.,4/23/2024,,5/24/2024,"763 Bay st, Toronto, ON, Canada","763 Bay St., Toronto, ON M5G 2R3, Canada",43.6599948,-79.3851994,739,
Toronto,Toronto C01,Waterfront Communities C1,2909,,1,1901,99,John,99 John St 1901 Toronto,M5V 0S6,1,1,1+1,2,1,Jlte,Condo Apt Apartment,600-699,0-5,Sold,Se,Y,1,Owned,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Visitor Parking",588.2,"3,633.67",C8343712,5/16/2024,"$799,000","$775,000","$799,000","$775,000",97,5/31/2024,8/9/2024,15,686Sqft As Per Mpac,,,769090189,1.90E+14,SUPERSTARS REALTY LTD.,5/16/2024,"HARVEY KALLES REAL ESTATE LTD., BROKERAGE",5/31/2024,"99 John st, Toronto, ON, Canada","99 John St, Toronto, ON M5V 0S6, Canada",43.6475245,-79.3899312,,
Toronto,Toronto C01,Waterfront Communities C1,288,Harbour Square,9,1821,33,Harbour,33 Harbour Sq 1821 Toronto,M5J 2G2,1,,1,1,1,Jlte,Condo Apt 2-Storey,1000-1199,31-50,TER,Se,Y,1,,"Gym, Indoor Pool",1039.24,"3,728",C8360616,5/22/2024,"$799,000","$799,000","$799,000",,,,,8,1050Sf Per Owner,,5/29/2024,112880092,1.90E+14,RE/MAX CONDOS PLUS CORPORATION,5/21/2024,,5/29/2024,"33 Harbour st, Toronto, ON, Canada","33 Harbour St, Toronto, ON M5E, Canada",43.6422323,-79.3769981,1091,
Toronto,Toronto C01,Niagara,1873,,5,#405,15,Stafford,15 Stafford St #405 Toronto,M5V 3X6,2,,2,2,1,Open,Condo Apt Apartment,800-899,16-30,TER,Sw,Y,1,Owned,,548.69,"3,124.80",C8237972,4/16/2024,"$855,000","$799,000","$799,000",,,,,44,Floor,,5/29/2024,,,RE/MAX ULTIMATE REALTY INC.,4/15/2024,,5/29/2024,"15 Stafford st, Toronto, ON, Canada","15 Stafford St, Toronto, ON M5V 3X6, Canada",43.6415309,-79.4102603,811,
Toronto,Toronto C01,Waterfront Communities C1,1955,Concord City Place,706,706,15,Fort York,15 Fort York Blvd W 706 Toronto,M5V 3Y4,2,,2,2,2,Open,Condo Apt Multi-Level,700-799,16-30,TER,N,Y,1,Owned,"Bike Storage, Concierge, Gym, Party/Meeting Room, Recreation Room, Visitor Parking",568.33,"2,885",C8267112,4/24/2024,"$799,000","$799,000","$799,000",,,,,38,Third Party,,5/31/2024,129550220,1.90E+14,NU STREAM REALTY (TORONTO) INC.,4/23/2024,,5/31/2024,"15 Fort York st, Toronto, ON, Canada","15 Fort York Blvd, Toronto, ON M5V 3Y4, Canada",43.6398873,-79.3938891,781,
Toronto,Toronto C01,Waterfront Communities C1,2744,,06E,406E,576,Front,576 Front St W 406E Toronto,M5V 1C1,1,1,1+1,2,1,Open,Condo Apt Apartment,500-599,,TER,S,Y,1,Owned,,443,"2,483.49",C7370160,12/28/2023,"$799,900","$799,900","$799,900",,,,,155,As Per Seller,,5/31/2024,767440055,1.90E+14,CENTURY 21 PEOPLE`S CHOICE REALTY INC.,12/28/2023,,5/31/2024,"576 Front st, Toronto, ON, Canada","576 Front St W, Toronto, ON M5V 1C1, Canada",43.6412006,-79.4005331,562,
Toronto,Toronto C01,Waterfront Communities C1,1834,,7,2607,12,Yonge,12 Yonge St 2607 Toronto,M5E 1R4,2,0,2,2,2,Open,Condo Apt Apartment,700-799,,TER,Sw,Y,1,,"Exercise Room, Indoor Pool, Recreation Room, Sauna",661.45,"2,878.30",C8269890,4/25/2024,"$799,900","$799,900","$799,900",,,,,36,Geo,,5/31/2024,,,FOREST HILL REAL ESTATE INC.,4/25/2024,,5/31/2024,"12 Yonge st, Toronto, ON, Canada","12 Yonge St, Toronto, ON M5E 1Z9, Canada",43.6429939,-79.3762067,704,
Toronto,Toronto C01,Waterfront Communities C1,1289,Qwest Condos,8,710,168,Simcoe,168 Simcoe St 710 Toronto,M5H 4C9,1,1,1+1,2,1,,Condo Apt Apartment,800-899,16-30,TER,S,Y,1,,"Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Sauna, Visitor Parking",957.03,"2,931.61",C8325426,5/10/2024,"$799,999","$799,999","$799,999",,,,,19,Builder's Floor Plan,,5/29/2024,,1.90E+14,RE/MAX REALTRON REALTY INC.,5/10/2024,,5/29/2024,"168 Simcoe st, Toronto, ON, Canada","168 Simcoe St, Toronto, ON M5H 4C9, Canada",43.6500109,-79.3873364,860,
Toronto,Toronto C01,Bay Street Corridor,1961,,4,3704,761,Bay,761 Bay St 3704 Toronto,M5G 2R2,1,2,1+2,3,2,,Condo Apt Apartment,700-799,16-30,Sold,E,Y,1,Owned,,641.25,"3,817.75",C8340702,5/15/2024,"$699,900","$806,000","$699,900","$806,000",115,5/31/2024,7/25/2024,16,Third Party,,,129610626,1.90E+14,KELLER WILLIAMS CO-ELEVATION REALTY,5/15/2024,"CENTURY 21 PEOPLE`S CHOICE REALTY INC., BROKERAGE",5/31/2024,"761 Bay st, Toronto, ON, Canada","761 Bay St., Toronto, ON M5G 2R2, Canada",43.6596493,-79.3849721,750,2007
Toronto,Toronto C01,Dufferin Grove,2174,Brownstones On Bloor,19,119,11,Ruttan,11 Ruttan St 119 Toronto,M6P 0A1,2,1,2+1,3,2,Terr,Condo Townhouse 2-Storey,800-899,,Sold,S,,0,,"Bbqs Allowed, Bike Storage, Outdoor Pool, Visitor Parking",365.98,"2,978.30",C8335748,5/14/2024,"$825,000","$810,000","$825,000","$810,000",98,5/31/2024,8/15/2024,17,Mpac,,,761740019,1.90E+14,KELLER WILLIAMS PORTFOLIO REALTY,5/14/2024,"HOMELIFE/BAYVIEW REALTY INC., BROKERAGE",5/31/2024,"11 Ruttan st, Toronto, ON, Canada","11 Ruttan St, Toronto, ON M6R 2B2, Canada",43.6572264,-79.4467011,,
Toronto,Toronto C01,Bay Street Corridor,2525,U Condominiums,10,4101,1080,Bay,1080 Bay St 4101 Toronto,M5S 0A6,1,,1,1,1,Open,Condo Apt Apartment,500-599,,TER,E,,0,,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",391.75,"2,798.20",C8302502,5/3/2024,"$835,000","$815,000","$815,000",,,,,28,Builder,,5/31/2024,,,EXPRESS REALTY INC.,5/3/2024,,5/31/2024,"1080 Bay st, Toronto, ON, Canada","1080 Bay St., Toronto, ON M5S 0A5, Canada",43.6669805,-79.3888889,552,
Toronto,Toronto C01,Trinity-Bellwoods,1135,,Unit,102,34,Claremont,34 Claremont St 102 Toronto,M6J 2M4,1,,1,1,1,Terr,Condo Apt Apartment,600-699,,Sold,S,Y,1,Exclusive,,586.51,"2,551.84",C8365916,5/23/2024,"$798,000","$820,000","$798,000","$820,000",103,5/25/2024,7/8/2024,2,Floor Plan,,,,,CHESTNUT PARK REAL ESTATE LIMITED,5/23/2024,"SUTTON GROUP-HERITAGE REALTY INC., BROKERAGE",5/28/2024,"34 Claremont st, Toronto, ON, Canada","34 Claremont St, Toronto, ON M6J 2M4, Canada",43.6472671,-79.410476,600,
Toronto,Toronto C01,Waterfront Communities C1,2848,,2,2202,17,Bathurst,17 Bathurst St 2202 Toronto,M6A 2E1,2,1,2+1,3,2,Open,Condo Apt Apartment,700-799,,Sold,Sw,Y,1,Owned,,626.66,"4,061.37",C8097178,2/27/2024,"$868,000","$820,000","$868,000","$820,000",94,5/12/2024,8/29/2024,75,Previous Listing,,,,,ROYAL LEPAGE GOLDEN RIDGE HARBORELITE REALTY,2/27/2024,"HOMELIFE/FUTURE REALTY INC., BROKERAGE",5/31/2024,"17 Bathurst st, Toronto, ON, Canada","17 Bathurst St, Toronto, ON M5V 0N1, Canada",43.6376208,-79.3991137,757,
Toronto,Toronto C01,Bay Street Corridor,2920,,604,604,20,Edward,20 Edward St 604 Toronto,M5G 1C9,2,,2,2,2,Encl,Condo Apt Apartment,800-899,,TER,Nw,,0,,,487.34,"4,812",C8239084,4/16/2024,"$845,000","$845,000","$845,000",,,,,42,Owner,,5/28/2024,,,IPRO REALTY LTD,4/16/2024,,5/28/2024,"20 Edward st, Toronto, ON, Canada","20 Edward St, Toronto, ON M5G 0C5, Canada",43.6569939,-79.3821206,,
Toronto,Toronto C01,Waterfront Communities C1,949,Harbour Square,2006,2006,99,Harbour,99 Harbour Sq 2006 Toronto,M5J 2H2,1,,1,1,1,,Comm Element Condo Apartment,800-899,16-30,TER,Se,Y,1,Owned,"Bbqs Allowed, Bike Storage, Bus Ctr (Wifi Bldg), Car Wash, Concierge, Exercise Room",976.34,"3,291.39",C8299790,5/2/2024,"$849,000","$849,000","$849,000",,,,,24,As Per Builder,,5/26/2024,119491029,1.90E+14,CITYSCAPE REAL ESTATE LTD.,5/2/2024,,5/26/2024,"99 Harbour st, Toronto, ON, Canada","99 Harbour St, Toronto, ON M5J 2L9, Canada",43.6409124,-79.3811493,805,
Toronto,Toronto C01,Waterfront Communities C1,2090,Luna Vista Condos At Cityplace,3,2903,25,Capreol,25 Capreol Crt 2903 Toronto,M5V 3Z7,2,,2,2,2,Open,Condo Apt Apartment,700-799,,TER,Nw,Y,1,,"Concierge, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",639.3,"2,691.70",C8260656,4/22/2024,"$850,000","$850,000","$850,000",,,,,32,Mpac,,5/24/2024,130900797,1.90E+14,RE/MAX REALTY ENTERPRISES INC.,4/22/2024,,5/24/2024,"25 Capreol st, Toronto, ON, Canada","25 Capreol Ct, Toronto, ON M5V 3Z7, Canada",43.6407223,-79.3957091,745,
Toronto,Toronto C01,Bay Street Corridor,2538,,2,202,57,St Joseph,57 St Joseph St 202 Toronto,M5S 0C5,1,1,1+1,2,1,Jlte,Condo Apt Apartment,600-699,,TER,E,,0,,"Bike Storage, Concierge, Games Room, Guest Suites, Outdoor Pool, Recreation Room",468.68,"3,084.85",C8311164,5/6/2024,"$888,000","$888,000","$888,000",,,,,22,As Per Floorplan,,5/28/2024,,,RE/MAX WEST REALTY INC.,5/6/2024,,5/28/2024,"57 St Joseph st, Toronto, ON, Canada","57 St Joseph St, Toronto, ON M5S 0C5, Canada",43.6653335,-79.3879832,625,
Toronto,Toronto C01,Niagara,1746,,18,218,26,Western Battery,26 Western Battery Rd 218 Toronto,M6K 3N9,2,,2,2,2,Terr,Condo Townhouse Stacked Townhse,1000-1199,,TER,Sw,Y,1,Owned,,717.8,"4,162.98",C8336680,5/14/2024,"$895,000","$895,000","$895,000",,,,,17,Mpac,,5/31/2024,,1.90E+14,RE/MAX HALLMARK REALTY LTD.,5/14/2024,,5/31/2024,"26 Western Battery st, Toronto, ON, Canada","26 Western Battery Rd, Toronto, ON M6K 3N9, Canada",43.6396894,-79.4121428,1185,
