Municipality,Municipality District,Community,Condo Corp#,Building Name,Unit #,Apt/Unit #,Street #,Street Name,Address,Postal Code,Bedrooms,Bedrooms +,Beds,Bedrooms Total,WR,Balcony,Type,SqFt,Approx Age,Status,Exposure,Parking Included,Total Parking Spaces,Locker,Building Amenities,Maintenance,Taxes,MLS#,Listing Entry Date,Original Price,Price,List Price,Sold Price,% Listing Price,Sold Date,Closed Date,DOM,Square Foot Source,Suspended Date,Suspended Entry Date,Terminated Date,Terminated Entry Date,PIN#,Assessment Roll #,List Brokerage,Contract Date,Co-Operating Brokerage,Last Update Date
Toronto,Toronto C03,Forest Hill South,785,,4,404,18,Lower Village,18 Lower Village Gate 404 Toronto,M5P 3M1,2,,2,2,2,Open,Condo Apt Apartment,1400-1599,,TER,S,Y,1,Owned,"Exercise Room, Outdoor Pool, Party/Meeting Room, Security Guard, Visitor Parking",2016.96,5749.94,C7276532,11/6/2023,1599000,1499000,1499000,,,,,76,Builder,,,1/21/2024,1/21/2024,117850040,1.90E+14,COOPER & COMPANY REAL ESTATE LIMITED,11/6/2023,,1/21/2024
Toronto,Toronto C03,Forest Hill South,1024,,4,504,10,Tichester,10 Tichester Rd 504 Toronto,M5P 3M4,2,1,2 + 1,3,3,,Condo Apt Apartment,2000-2249,,Sold,Ne,Y,2,Owned,,2443.83,6076.42,C7387088,1/9/2024,1595000,1500000,1595000,1500000,94,2/27/2024,4/10/2024,49,Floor Plan,,,,,120240026,1.91E+14,FOREST HILL REAL ESTATE INC.,1/9/2024,"SUTTON GROUP-ASSOCIATES REALTY INC., BROKERAGE",2/27/2024
Toronto,Toronto C03,Humewood-Cedarvale,3002,The Forest Hill Condominium,10,311,2020,Bathurst,2020 Bathurst St 311 Toronto,M5P 0A6,3,,3,3,2,Open,Condo Apt Apartment,900-999,,EXP,Sw,Y,1,Ensuite+Owned,"Concierge, Games Room, Gym, Recreation Room, Rooftop Deck/Garden",670,0,C7350514,12/11/2023,1500000,1500000,1500000,,,,,152,953 Sq Ft + Balcony Per Floor Plan,,,,,,,REAL BROKER ONTARIO LTD.,12/11/2023,,5/12/2024
Toronto,Toronto C03,Forest Hill South,520,,2,1502,240,Heath,240 Heath St W 1502 Toronto,M5P 3L5,2,,2,2,2,Encl,Comm Element Condo Apartment,1600-1799,,Sold,Ne,Y,2,Owned,"Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Sauna, Visitor Parking",2220.32,5670,C8177910,3/28/2024,1589000,1535000,1589000,1535000,97,4/15/2024,5/30/2024,19,Floor Plans,,,,,,,RE/MAX REALTRON BARRY COHEN HOMES INC.,3/27/2024,"SLAVENS & ASSOCIATES REAL ESTATE INC., BROKERAGE",4/24/2024
Toronto,Toronto C03,Forest Hill South,158,Lonsdale House,5,405,350,Lonsdale,350 Lonsdale Rd 405 Toronto,M5P 1R6,2,1,2 + 1,3,2,Open,Condo Apt Apartment,1400-1599,,Sold,S,Y,1,Exclusive,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Sauna",2111.86,4917.1,C8204344,4/4/2024,1570000,1560000,1570000,1560000,99,4/10/2024,6/13/2024,6,"1,440 As Per Mpac",,,,,111580043,1.90E+14,HARVEY KALLES REAL ESTATE LTD.,4/4/2024,"RE/MAX HALLMARK BATORI GROUP INC., BROKERAGE",4/11/2024
Toronto,Toronto C03,Forest Hill South,158,,10,310,350,Lonsdale,350 Lonsdale Rd 310 Toronto,M5P 1R6,3,,3,3,2,Open,Condo Apt Apartment,1400-1599,,Sold,S,Y,1,Exclusive,"Concierge, Gym, Indoor Pool, Party/Meeting Room",2080.99,3280.55,C8050914,2/7/2024,1575000,1590000,1575000,1590000,101,2/15/2024,5/15/2024,8,1439 - Floor Plans,,,,,111580034,1.90E+14,ROYAL LEPAGE/J & D DIVISION,2/7/2024,"FOREST HILL REAL ESTATE INC., BROKERAGE",2/16/2024
Toronto,Toronto C03,Forest Hill South,785,,5,405,18,Lower Village,18 Lower Village Gate 405 Toronto,M5P 3M1,2,,2,2,2,Open,Condo Apt Apartment,1600-1799,,EXP,S,Y,2,Owned,"Bbqs Allowed, Games Room, Gym, Outdoor Pool, Visitor Parking",2098.6,5902.26,C7344652,12/7/2023,1595000,1595000,1595000,,,,,123,As Per Floorplan,,,,,117850041,1.90E+14,ROYAL LEPAGE REAL ESTATE SERVICES HEAPS ESTRIN TEAM,12/7/2023,,4/9/2024
Toronto,Toronto C03,Forest Hill South,520,,2,1502,240,Heath,240 Heath St W 1502 Toronto,M5P 3L5,2,,2,2,2,Encl,Comm Element Condo Apartment,1600-1799,,TER,Ne,Y,2,Owned,"Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Sauna, Visitor Parking",2220.32,5670,C8033374,1/31/2024,1649000,1649000,1649000,,,,,57,Mpac,,,3/28/2024,3/28/2024,,,RE/MAX REALTRON BARRY COHEN HOMES INC.,1/31/2024,,3/28/2024
Toronto,Toronto C03,Forest Hill South,520,Village Park,1,801,240,Heath,240 Heath St W 801 Toronto,M5P 3L5,2,,2,2,2,Encl,Condo Apt Apartment,1600-1799,,TER,Sw,Y,2,Exclusive,"Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Sauna, Visitor Parking",2220.32,5570.05,C8160890,3/21/2024,1649000,1649000,1649000,,,,,40,Mpac,,,4/30/2024,4/30/2024,,1.91E+14,ROYAL LEPAGE SIGNATURE REALTY,3/21/2024,,4/30/2024
Toronto,Toronto C03,Forest Hill South,769,,10,Ph10,19,Lower Village,19 Lower Village Gate Ph10 Toronto,M5P 3L9,2,,2,2,2,Terr,Condo Apt Apartment,1600-1799,,Sold,Sw,Y,2,Owned,,2024.14,6552,C7374468,1/3/2024,1725000,1650000,1725000,1650000,96,1/17/2024,2/12/2024,14,1595 + Terrace As Per Builder,,,,,117690083,1.90E+14,HOMEWISE REAL ESTATE,1/3/2024,"HARVEY KALLES REAL ESTATE LTD., BROKERAGE",1/22/2024
Toronto,Toronto C03,Yonge-Eglinton,0,Uovo Boutique Residences,7,607,2114,Yonge,2114 Yonge St 607 Toronto,M4S 2A5,2,1,2 + 1,3,3,Open,Condo Apt Apartment,1200-1399,New,EXP,Se,,0,,"Bbqs Allowed, Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",875.7,0,C7384080,1/8/2024,1709990,1709990,1709990,,,,,91,Builder's Floorplan,,,,,,,BRICK + MORTAR,1/8/2024,,4/9/2024
Toronto,Toronto C03,Forest Hill South,158,Lonsdale House,6,606,350,Lonsdale,350 Lonsdale Rd 606 Toronto,M5P 1R6,2,,2,2,2,Open,Condo Apt Apartment,1200-1399,,Sold,S,Y,1,Exclusive,"Concierge, Exercise Room, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden",1927.11,4198.68,C8078162,2/20/2024,1770000,1720000,1770000,1720000,97,3/8/2024,4/15/2024,18,Previous Listing,,,,,111580072,1.90E+14,HOME STANDARDS BRICKSTONE REALTY,2/19/2024,"FOREST HILL REAL ESTATE INC., BROKERAGE",3/11/2024
Toronto,Toronto C03,Forest Hill South,520,Village Park,1,801,240,Heath,240 Heath St W 801 Toronto,M5P 3L5,2,,2,2,2,Encl,Condo Apt Apartment,1600-1799,,TER,Sw,Y,2,Exclusive,"Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Sauna, Visitor Parking",2220.32,5570.05,C8072550,2/16/2024,1749000,1749000,1749000,,,,,33,Mpac,,,3/20/2024,3/20/2024,,1.91E+14,ROYAL LEPAGE SIGNATURE REALTY,2/16/2024,,3/20/2024
Toronto,Toronto C03,Forest Hill South,520,,2,1502,240,Heath,240 Heath St W 1502 Toronto,M5P 3L5,2,,2,2,2,Encl,Comm Element Condo Apartment,1800-1999,,EXP,Nw,Y,2,Owned,"Concierge, Exercise Room, Outdoor Pool, Party/Meeting Room, Sauna, Visitor Parking",2022.32,5670,C7203156,10/10/2023,1775000,1775000,1775000,,,,,82,1745 Sq Ft,,,,,115200000,,FOREST HILL REAL ESTATE INC.,10/10/2023,,1/1/2024
Toronto,Toronto C03,Yonge-Eglinton,2479,,20,,221,Duplex,221 Duplex Ave Toronto,M5P 2B1,3,,3,3,4,Terr,Condo Townhouse 3-Storey,2000-2249,2024-06-10 0:00,TER,S,Y,2,Exclusive,"Bbqs Allowed, Gym, Party/Meeting Room, Rooftop Deck/Garden",1385,6862.6,C8236920,4/15/2024,1968000,1968000,1968000,,,,,9,"Int 2095, Ext 524, Ext 158, Ext 31",,,4/24/2024,4/24/2024,,,HOMELIFE FRONTIER REALTY INC.,4/15/2024,,4/24/2024
Toronto,Toronto C03,Yonge-Eglinton,2479,,20,,221,Duplex,221 Duplex Ave Toronto,M5P 2B1,3,,3,3,4,Terr,Condo Townhouse 3-Storey,2000-2249,2024-06-10 0:00,TER,S,Y,2,Exclusive,"Bbqs Allowed, Gym, Party/Meeting Room, Rooftop Deck/Garden",1385,6862.6,C8267518,4/24/2024,1968000,1968000,1968000,,,,,14,"Int 2095, Ext 524, Ext 158, Ext 31",,,5/8/2024,5/8/2024,,,HOMELIFE FRONTIER REALTY INC.,4/24/2024,,5/8/2024
Toronto,Toronto C03,Forest Hill South,711,The Churchill,1,201,342,Spadina,342 Spadina Rd 201 Toronto,M5P 2V4,1,,1,1,3,Encl,Condo Apt Apartment,2000-2249,,TER,S,Y,2,Owned,"Party/Meeting Room, Recreation Room, Visitor Parking",4385.73,6382.92,C8185858,4/1/2024,2249000,2149000,2149000,,,,,39,Seller,,,5/10/2024,5/10/2024,,,FOREST HILL REAL ESTATE INC.,4/1/2024,,5/10/2024
Toronto,Toronto C03,Forest Hill South,700,425 Walmer Road,2,8B,425,Walmer,425 Walmer Rd 8B Toronto,M5P 2X9,4,,4,4,4,,Condo Apt 2-Storey,3000-3249,31-50,TER,Se,Y,2,Exclusive,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",3577.29,8328.43,C7390194,1/10/2024,2750000,2750000,2750000,,,,,113,Floor Plans,,,5/2/2024,5/2/2024,,,SOTHEBY`S INTERNATIONAL REALTY CANADA,1/10/2024,,5/2/2024
Toronto,Toronto C03,Yonge-Eglinton,0,Residences On Keewatin Park,11,311,200,Keewatin,200 Keewatin Ave 311 Toronto,M4P 1Z8,2,2,2 + 2,4,2,Terr,Condo Apt Apartment,1600-1799,New,TER,N,,0,,Bbqs Allowed,833,0,C8130906,3/11/2024,2899900,2899900,2899900,,,,,29,"1,700 Sqft + 161 Sqft Terrace",,,4/9/2024,4/9/2024,,,PSR,3/11/2024,,4/9/2024
Toronto,Toronto C03,Yonge-Eglinton,0,,9,309T,200-214,Keewatin,200-214 Keewatin Ave 309T Toronto,M4P 1Z8,3,1,3 + 1,4,2,Terr,Condo Apt Apartment,1800-1999,New,EXP,N,Y,2,,Bbqs Allowed,0,0,C7382754,1/6/2024,2975400,2975400,2975400,,,,,91,1653 Sqf Interior & 155 Sqf Exterior,,,,,,,ROYAL LEPAGE TERREQUITY REALTY,1/6/2024,,4/7/2024
Toronto,Toronto C03,Yonge-Eglinton,0,Residences On Keewatin Park,410,Ph410,200,Keewatin,200 Keewatin Ave Ph410 Toronto,M4P 1Z8,2,2,2 + 2,4,2,Terr,Condo Apt Apartment,1600-1799,New,TER,N,,0,,Bbqs Allowed,907,0,C8130910,3/11/2024,3399900,3399900,3399900,,,,,29,"1,698 Sqft + Rooftop Terrace",,,4/9/2024,4/9/2024,,,PSR,3/11/2024,,4/9/2024
Toronto,Toronto C03,Forest Hill South,2855,One Forest Hill,3,1103,1,Forest Hill,1 Forest Hill Rd 1103 Toronto,M4V 1R1,2,1,2 + 1,3,3,Open,Condo Apt Apartment,2000-2249,0-5,Sold,Nw,Y,2,Owned,"Bbqs Allowed, Concierge, Exercise Room, Gym, Party/Meeting Room, Visitor Parking",3053.38,19077.9,C8045508,2/5/2024,3499000,3450000,3499000,3450000,99,2/9/2024,3/27/2024,7,2113 Sf + 102 Sf Balc,,,,,,1.90E+14,PSR,2/2/2024,"RIGHT AT HOME REALTY, BROKERAGE",2/9/2024
Toronto,Toronto C03,Forest Hill South,2855,One Forest Hill,3,1103,1,Forest Hill,1 Forest Hill Rd 1103 Toronto,M4V 1R1,2,1,2 + 1,3,3,Open,Condo Apt Apartment,2000-2249,0-5,EXP,Nw,Y,2,Owned,"Bbqs Allowed, Concierge, Exercise Room, Gym, Party/Meeting Room, Visitor Parking",3053.38,19077.9,C7222302,10/16/2023,3499000,3499000,3499000,,,,,92,2113 Sf + 102 Sf Balc,,,,,211890156,1.90E+14,PSR,10/16/2023,,1/17/2024
Toronto,Toronto C03,Forest Hill South,2855,One Forest Hill,1,901,1,Forest Hill,1 Forest Hill Rd 901 Toronto,M4V 1R1,2,1,2 + 1,3,3,Terr,Comm Element Condo Apartment,3250-3499,0-5,EXP,E,Y,2,Owned,"Bbqs Allowed, Concierge, Exercise Room, Gym, Party/Meeting Room, Visitor Parking",4946.16,29682,C8038398,2/1/2024,7395000,7395000,7395000,,,,,90,3481 As Per Builders Plan,,,,,768550032,,HAZELTON REAL ESTATE INC.,1/31/2024,,5/1/2024
Toronto,Toronto C04,Englemount-Lawrence,0,,105,105,55,Neptune,55 Neptune Dr 105 Toronto,M6A 1X2,1,,1,1,1,,Co-Op Apt Apartment,500-599,,TER,Ne,,1,Exclusive,,432,0,C7311052,11/20/2023,339900,339900,339900,,,,,83,Measured,,,2/8/2024,2/8/2024,,,ROYAL LEPAGE MAXIMUM REALTY,11/17/2023,,2/8/2024
Toronto,Toronto C04,Forest Hill North,0,Sedona Hillside Residences,109,109,2550,Bathurst,2550 Bathurst St 109 Toronto,M6B 2Z2,1,,1,1,1,,Co-Ownership Apt Apartment,600-699,,Sold,S,Y,1,,,803.44,1515.5,C8020038,1/24/2024,389000,387000,389000,387000,99,1/29/2024,3/13/2024,5,Floor Plan,,,,,211650186,1.90E+14,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,1/24/2024,"PROPERTY.CA INC., BROKERAGE",2/16/2024
Toronto,Toronto C04,Forest Hill North,0,,7,407,2550,Bathurst,2550 Bathurst St 407 Toronto,M6B 2Z2,1,,1,1,1,,Co-Ownership Apt Apartment,700-799,,Sold,E,,0,,,764.73,1464.35,C8077220,2/19/2024,400000,390000,400000,390000,98,2/24/2024,4/3/2024,5,As Per Original Listing,,,,,,,CENTURY 21 ATRIA REALTY INC.,2/19/2024,"HOMELIFE GOLD PACIFIC REALTY INC., BROKERAGE",2/27/2024
Toronto,Toronto C04,Bedford Park-Nortown,418,,1,601,3555,Bathurst,3555 Bathurst St 601 Toronto,M6A 2Y8,2,,2,2,2,Open,Condo Apt Apartment,900-999,,Sold,E,Y,1,Ensuite,"Exercise Room, Visitor Parking",1140,2100,C7403144,1/16/2024,419900,390000,419900,390000,93,2/15/2024,3/1/2024,30,Previous Listing Buyer To Verify,,,,,,1.91E+14,2POINTS REALTY INC.,1/16/2024,"RARE REAL ESTATE, BROKERAGE",2/16/2024
Toronto,Toronto C04,Forest Hill North,0,,15,408,660,Eglinton,660 Eglinton Ave 408 Toronto,M5N 1C3,1,,1,1,1,Open,Co-Ownership Apt Apartment,700-799,,Sold,E,,1,,,657.6,1420,C7373742,1/2/2024,409990,400000,409990,400000,98,1/8/2024,2/1/2024,6,Per Previous Listing,,,,,211670083,,CENTURY 21 ATRIA REALTY INC.,1/2/2024,"RE/MAX HALLMARK REALTY LTD., BROKERAGE",1/12/2024
Toronto,Toronto C04,Forest Hill North,0,,15,408,660,Eglinton,660 Eglinton Ave 408 Toronto,M5N 1C3,1,,1,1,1,Open,Co-Ownership Apt Apartment,700-799,,EXP,E,Y,0,Exclusive,,657.6,1420,C7203708,10/10/2023,409990,409990,409990,,,,,82,Previous Listing,,,,,211670083,,CENTURY 21 ATRIA REALTY INC.,10/10/2023,,1/1/2024
Toronto,Toronto C04,Forest Hill North,0,,1,301,2550,Bathurst,2550 Bathurst St 301 Toronto,M6B 2Z2,1,,1,1,1,Open,Co-Ownership Apt Apartment,700-799,,Sold,Ne,Y,1,Exclusive,,786.35,0,C8029694,1/29/2024,425000,415000,425000,415000,98,2/13/2024,4/5/2024,15,Floor Plan,,,,,,,CHESTNUT PARK REAL ESTATE LIMITED,1/29/2024,"PROPERTY.CA INC., BROKERAGE",2/14/2024
Toronto,Toronto C04,Englemount-Lawrence,1511,The Shermount,18,818,650,Lawrence,650 Lawrence Ave W 818 Toronto,M6A 3E8,1,,1,1,1,Open,Condo Apt Apartment,600-699,,Sold,W,,0,,,373.91,1605.7,C7387954,1/9/2024,479999,450900,439999,450900,102,3/11/2024,4/8/2024,63,Mpac,,,,,,1.91E+14,ACCSELL REALTY INC.,1/8/2024,"NON-TRREB BOARD OFFICE, BROKERAGE",3/11/2024
Toronto,Toronto C04,Englemount-Lawrence,2395,,31,431,35,Saranac,35 Saranac Blvd 431 Toronto,M6A 2G4,1,,1,1,1,Open,Condo Apt Apartment,500-599,,Sold,S,,0,,,315,1625.7,C7402446,1/16/2024,510000,466000,510000,466000,91,2/4/2024,3/4/2024,19,549 Sq.Ft. As Per Owner,,,,,763950115,1.91E+14,ROYAL LEPAGE TERREQUITY REALTY,1/16/2024,"ZOLO REALTY, BROKERAGE",2/10/2024
Toronto,Toronto C04,Englemount-Lawrence,2937,The Yorkdale -2,26,326,120,Varna,120 Varna Dr 326 Toronto,M6A 0B3,1,,1,1,1,Terr,Condo Apt Apartment,0-499,0-5,TER,W,,0,Owned,"Bbqs Allowed, Bike Storage, Concierge, Gym, Party/Meeting Room, Visitor Parking",317.94,2481.6,C7406534,1/17/2024,459900,479900,479900,,,,,63,0-499,,,3/20/2024,3/20/2024,,,RE/MAX WEST REALTY INC.,1/17/2024,,3/20/2024
Toronto,Toronto C04,Englemount-Lawrence,2937,The Yorkdale Condominium 2,26,326,120,Varna,120 Varna Dr S 326 Toronto,M6A 0B3,1,,1,1,1,Terr,Condo Apt Apartment,0-499,0-5,TER,W,,0,Owned,"Bbqs Allowed, Bike Storage, Concierge, Gym, Party/Meeting Room, Visitor Parking",317.94,2481.6,C8158662,3/20/2024,479900,479900,479900,,,,,21,Mpac,,,4/10/2024,4/10/2024,,,RE/MAX WEST REALTY INC.,3/20/2024,,4/10/2024
Toronto,Toronto C04,Englemount-Lawrence,1316,The Encore,7,807,8,Covington,8 Covington Rd 807 Toronto,M6A 3E5,1,,1,1,1,Open,Condo Apt Apartment,700-799,,Sold,Nw,Y,1,Owned,"Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Sauna, Visitor Parking",573.03,2026,C7347292,12/8/2023,489900,480000,489900,480000,98,1/3/2024,1/17/2024,28,Geo Warehouse,,,,,123160000,,ALAN NEWTON REAL ESTATE LTD.,12/6/2023,"KELLER WILLIAMS REFERRED URBAN, KEITNER GROUP, BROKERAGE",1/9/2024
Toronto,Toronto C04,Forest Hill North,0,Courtyards Of Upper Forest Hill,2,102,2603,Bathurst,2603 Bathurst St 102 Toronto,M6B 2Z6,1,,1,1,1,,Co-Ownership Apt Apartment,900-999,,TER,N,,0,,"Bbqs Allowed, Bike Storage, Exercise Room, Guest Suites, Recreation Room, Rooftop Deck/Garden",630.59,2299.32,C8126832,3/8/2024,480000,480000,480000,,,,,24,Seller,,,4/1/2024,4/1/2024,,,FOREST HILL REAL ESTATE INC.,3/8/2024,,4/1/2024
Toronto,Toronto C04,Englemount-Lawrence,2937,The Yorkdale Condomiuniums,24,324,120,Varna,120 Varna Dr 324 Toronto,M6A 0B3,1,,1,1,1,Open,Condo Apt Apartment,0-499,0-5,Sold,W,Y,1,Owned,"Concierge, Gym, Party/Meeting Room, Security System, Visitor Parking",395.46,2223,W7376298,1/3/2024,509900,493000,509900,493000,97,3/19/2024,4/18/2024,76,Mpac,,,,,,,LIVING REALTY INC.,1/3/2024,"DOLPHIN REALTY INC., BROKERAGE",3/20/2024
Toronto,Toronto C04,Englemount-Lawrence,2937,Yorkdale Condominiums Ii,16,316,120,Varna,120 Varna Dr 316 Toronto,M6A 0B3,1,,1,1,1,Terr,Condo Apt Apartment,0-499,0-5,TER,S,Y,0,Owned,"Concierge, Gym, Party/Meeting Room, Visitor Parking",369.08,1754.77,C8150446,3/18/2024,498000,498000,498000,,,,,9,478 Sf Interior And 102 Sf Terrace,,,3/27/2024,3/27/2024,,,REAL BROKER ONTARIO LTD.,3/18/2024,,3/27/2024
Toronto,Toronto C04,Forest Hill North,0,The Courtyards Of Upper Forest Hill,510,510,2603,Bathurst,2603 Bathurst St S 510 Toronto,M6B 2Z6,1,,1,1,1,Open,Co-Ownership Apt Apartment,800-899,,Sold,S,Y,1,,"Exercise Room, Guest Suites, Party/Meeting Room",589.85,2150.8,C7309738,11/20/2023,549000,505500,549000,505500,92,4/9/2024,5/3/2024,141,As Per Seller,,,,,,,HOMELIFE NEW WORLD REALTY INC.,11/20/2023,"SAGE REAL ESTATE LIMITED, BROKERAGE",4/10/2024
Toronto,Toronto C04,Englemount-Lawrence,2395,,15,115,35,Saranac,35 Saranac Blvd 115 Toronto,M6A 2G4,1,,1,1,1,Terr,Condo Apt Apartment,500-599,,Sold,S,Y,1,Owned,"Exercise Room, Gym, Media Room, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",420.32,1992.1,C7402326,1/16/2024,525000,510000,525000,510000,97,3/8/2024,4/29/2024,53,Listing,,,,,763950015,1.91E+14,FOREST HILL REAL ESTATE INC.,1/15/2024,"RE/MAX ULTIMATE REALTY INC., BROKERAGE",3/11/2024
Toronto,Toronto C04,Englemount-Lawrence,2395,Cranbrooke On Saranac,7,1007,35,Saranac,35 Saranac Blvd 1007 Toronto,M6A 2G5,1,,1,1,1,Jlte,Condo Apt Apartment,500-599,,EXP,W,,0,Owned,,342.43,1619,C7303402,11/16/2023,519900,519900,519900,,,,,60,Mpac,,,,,763950000,,HARVEY KALLES REAL ESTATE LTD.,11/16/2023,,1/16/2024
Toronto,Toronto C04,Englemount-Lawrence,1511,,5,705,650,Lawrence,650 Lawrence Ave W 705 Toronto,M6A 3E8,1,1,1 + 1,2,1,Open,Condo Apt Apartment,800-899,,Sold,Se,,0,Owned,"Bike Storage, Party/Meeting Room, Visitor Parking",575.97,2132.07,C8188402,4/2/2024,530000,520000,530000,520000,98,4/6/2024,5/20/2024,4,Mpac,,,,,125110324,1.91E+14,REAL BROKER ONTARIO LTD.,4/2/2024,"REAL BROKER ONTARIO LTD., BROKERAGE",4/9/2024
Toronto,Toronto C04,Forest Hill North,2383,Albany Court Condos,3,603,740,Eglinton,740 Eglinton Ave W 603 Toronto,M5N 1C4,1,,1,1,1,,Condo Apt Apartment,600-699,,EXP,N,,0,Owned,"Bbqs Allowed, Bike Storage, Security System",658.2,1825.59,C7040302,9/28/2023,525000,525000,525000,,,,,125,650 As Per Mpac,,,,,,1.91E+14,RE/MAX WEST REALTY INC.,9/28/2023,,2/1/2024
Toronto,Toronto C04,Englemount-Lawrence,67,,507,507,130,Neptune,130 Neptune Dr 507 Toronto,M6A 1X5,2,,2,2,2,Encl,Condo Apt Apartment,1000-1199,,Sold,S,Y,1,Exclusive,,805.5,1565.75,C7327368,11/28/2023,555000,532500,555000,532500,96,2/2/2024,3/26/2024,67,Previous Listing,,,,,,,ROYAL STAR REALTY INC.,11/27/2023,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",2/5/2024
Toronto,Toronto C04,Bedford Park-Nortown,819,Ridley 1,7,1107,271,Ridley,271 Ridley Blvd 1107 Toronto,M5M 4N1,1,1,1 + 1,2,1,,Condo Apt Apartment,900-999,31-50,Sold,W,Y,1,,"Gym, Outdoor Pool, Party/Meeting Room, Sauna, Visitor Parking",956.2,1952.11,C8175592,3/26/2024,539900,535000,539900,535000,99,4/12/2024,8/1/2024,17,Property Manager,,,,,118190100,1.91E+14,RIGHT AT HOME REALTY,3/26/2024,"SOTHEBY`S INTERNATIONAL REALTY CANADA, BROKERAGE",4/12/2024
Toronto,Toronto C04,Forest Hill North,2187,,5,506,2,Ridelle,2 Ridelle Ave 506 Toronto,M6B 1H4,2,,2,2,1,,Condo Apt Apartment,900-999,,Sold,Nw,,0,Owned,Security System,683.61,1611.43,C7245696,10/25/2023,584000,540000,554000,540000,97,1/4/2024,1/25/2024,71,Truplan,,,,,761870067,1.90E+14,SLAVENS & ASSOCIATES REAL ESTATE INC.,10/25/2023,"RE/MAX REAL ESTATE CENTRE INC., BROKERAGE",1/4/2024
Toronto,Toronto C04,Bedford Park-Nortown,916,,2,710,268,Ridley,268 Ridley Blvd 710 Toronto,M5M 4N3,1,1,1 + 1,2,1,,Condo Apt Apartment,700-799,,Sold,Ne,Y,2,Owned,"Exercise Room, Outdoor Pool, Party/Meeting Room, Sauna, Security Guard, Visitor Parking",755.65,1992.16,C8022062,1/25/2024,559000,549000,559000,549000,98,2/23/2024,4/15/2024,29,Floor Plan,,,,,119160052,1.91E+14,RE/MAX HALLMARK REALTY LTD.,1/25/2024,"ROYAL LEPAGE REAL ESTATE SERVICES LTD., BROKERAGE",2/27/2024
Toronto,Toronto C04,Englemount-Lawrence,1511,,13,Ph13,650,Lawrence,650 Lawrence Ave W Ph13 Toronto,M6A 3E8,1,1,1 + 1,2,1,Open,Condo Apt Apartment,600-699,,TER,S,Y,1,Owned,"Exercise Room, Party/Meeting Room",506.64,1865.57,C7309850,11/20/2023,549000,549000,549000,,,,,74,640 Mpac,,,2/2/2024,2/2/2024,125110429,,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,11/20/2023,,2/2/2024
Toronto,Toronto C04,Englemount-Lawrence,67,,3,1503,130,Neptune,130 Neptune Dr 1503 Toronto,M6A 1X5,2,,2,2,2,Encl,Condo Apt Apartment,1200-1399,51-99,Sold,Se,,1,Owned,"Exercise Room, Games Room, Guest Suites, Gym, Media Room, Party/Meeting Room",805.5,1522.41,C7347016,12/8/2023,565000,550000,565000,550000,97,1/29/2024,4/1/2024,52,Past Listing,,,,,110670131,1.91E+14,RE/MAX REALTRON REALTY INC.,12/8/2023,"CENTURY 21 PERCY FULTON LTD., BROKERAGE",1/31/2024
Toronto,Toronto C04,Bedford Park-Nortown,819,,2,1202,271,Ridley,271 Ridley Blvd 1202 Toronto,M5M 4N1,1,,1,1,1,,Condo Apt Apartment,900-999,,Sold,W,Y,1,,"Gym, Outdoor Pool, Party/Meeting Room, Sauna, Visitor Parking",956.2,1952.11,C8103646,2/29/2024,585000,550000,560000,550000,98,4/4/2024,6/3/2024,35,925 Sq Ft As Per Mpac,,,,,118190139,1.91E+14,RE/MAX PROFESSIONALS INC.,2/29/2024,"CHESTNUT PARK REAL ESTATE LIMITED, BROKERAGE",4/4/2024
Toronto,Toronto C04,Englemount-Lawrence,1511,,34,634,650,Lawrence,650 Lawrence Ave W 634 Toronto,M6A 3E8,1,,1,1,1,Open,Condo Apt Apartment,600-699,,Sold,E,Y,1,Ensuite,"Bike Storage, Party/Meeting Room, Visitor Parking",427.27,1778.95,C8084992,2/22/2024,566000,553500,556000,553500,100,4/26/2024,5/30/2024,64,As Per Floor Plan,,,,,,,HOMELIFE NEW WORLD REALTY INC.,2/22/2024,"ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",4/26/2024
Toronto,Toronto C04,Englemount-Lawrence,2395,,15,115,35,Saranac,35 Saranac Blvd 115 Toronto,M6A 2G4,1,,1,1,1,Terr,Condo Apt Apartment,500-599,,EXP,S,Y,1,Owned,"Exercise Room, Gym, Media Room, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",421,1992.1,C7299554,11/15/2023,555000,555000,555000,,,,,62,Listing,,,,,763950015,1.91E+14,FOREST HILL REAL ESTATE INC.,11/14/2023,,1/16/2024
