Municipality,Municipality District,Community,Condo Corp#,Building Name,Unit #,Apt/Unit #,Street #,Street Name,Address,Postal Code,Bedrooms,Bedrooms +,Beds,Bedrooms Total,WR,Balcony,Type,SqFt,Approx Age,Status,Exposure,Parking Included,Total Parking Spaces,Locker,Building Amenities,Maintenance,Taxes,MLS#,Listing Entry Date,Original Price,Price,List Price,Sold Price,% Listing Price,Sold Date,Closed Date,DOM,Square Foot Source,Suspended Date,Suspended Entry Date,Terminated Date,Terminated Entry Date,PIN#,Assessment Roll #,List Brokerage,Contract Date,Co-Operating Brokerage,Last Update Date
Toronto,Toronto C10,Mount Pleasant West,8,,1403,1403,8,Eglinton,8 Eglinton Ave E 1403 Toronto,M4P 1A6,1,,1,1,1,Terr,Comm Element Condo Apartment,0-499,,Sold,W,,0,,"Concierge, Exercise Room, Gym, Indoor Pool, Party/Meeting Room",380.35,2458.55,C7257752,10/30/2023,599000,530000,599000,530000,88,1/25/2024,2/29/2024,87,Floor Plan,,,,,,,REAL ESTATE HOMEWARD,10/30/2023,"HOMEART REALTY SERVICES INC., BROKERAGE",2/14/2024
Toronto,Toronto C10,Mount Pleasant West,962,,3,503,7,Broadway,7 Broadway Ave 503 Toronto,M4P 3C5,1,,1,1,1,,Condo Apt Apartment,700-799,,EXP,N,,1,Owned,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden",875.75,1521.42,C7301290,11/15/2023,545000,545000,545000,,,,,61,Floor Plan,,,,,119620044,1.90E+14,BERKSHIRE HATHAWAY HOMESERVICES TORONTO REALTY,11/15/2023,,1/16/2024
Toronto,Toronto C10,Mount Pleasant West,2763,,33,233,161,Roehampton,161 Roehampton Ave 233 Toronto,M4P 0C8,1,,1,1,1,Open,Condo Apt Apartment,0-499,0-5,TER,N,,0,Owned,,279.33,1499.12,C7322684,11/25/2023,549000,549000,549000,,,,,67,Buildwe,,,1/31/2024,1/31/2024,,,RE/MAX CONDOS PLUS CORPORATION,11/25/2023,,1/31/2024
Toronto,Toronto C10,Mount Pleasant West,2411,,7,1407,1815,Yonge,1815 Yonge St 1407 Toronto,M4T 2A4,1,,1,1,1,Open,Condo Apt Apartment,500-599,,Sold,Se,,0,,,457.53,2487,C7243734,10/24/2023,579000,555000,579000,555000,96,1/10/2024,3/13/2024,79,Owner,,,,,211230590,,RE/MAX REALTRON REALTY INC.,10/23/2023,"BERKSHIRE HATHAWAY HOMESERVICES TORONTO REALTY, BROKERAGE",1/11/2024
Toronto,Toronto C10,Mount Pleasant West,1397,,1,901,123,Eglinton,123 Eglinton Ave E 901 Toronto,M4P 1J2,1,,1,1,1,,Condo Apt Apartment,600-699,,Sold,N,Y,1,Owned,,570.29,2351.9,C7374096,1/2/2024,559000,556000,559000,556000,99,1/6/2024,1/26/2024,4,Sqft,,,,,123970000,,HOMELIFE GOLD PACIFIC REALTY INC.,1/2/2024,"PROPERTY.CA INC., BROKERAGE",1/18/2024
Toronto,Toronto C10,Mount Pleasant West,2733,,10,710,161,Roehampton,161 Roehampton Ave 710 Toronto,M4P 1P9,1,1,1 + 1,2,1,Open,Condo Apt Apartment,600-699,0-5,Sold,Ne,,0,,"Bbqs Allowed, Concierge, Exercise Room, Games Room, Gym, Outdoor Pool",400.17,2238.69,C7381250,1/5/2024,618000,557000,599000,557000,93,2/14/2024,4/2/2024,41,Seller,,,,,767630235,1.90E+14,LOYALTY REAL ESTATE,1/4/2024,"RIGHT AT HOME REALTY, BROKERAGE",2/28/2024
Toronto,Toronto C10,Mount Pleasant West,2726,,9,5509,8,Eglinton Ave E,8 Eglinton Ave E Ave E 5509 Toronto,M4P 0C1,1,1,1 + 1,2,1,Open,Condo Apt Apartment,500-599,2024-06-10 0:00,Sold,E,,0,Owned,,459.7,2831.67,C8017338,1/23/2024,599000,565000,599000,565000,94,2/9/2024,3/20/2024,18,Previous Mls Listing,,,,,,,JDL REALTY INC.,1/22/2024,"ROYAL LEPAGE YOUR COMMUNITY REALTY, BROKERAGE",2/9/2024
Toronto,Toronto C10,Mount Pleasant West,2854,,4,4204,2221,Yonge,2221 Yonge St 4204 Toronto,M4S 0B8,1,,1,1,1,Open,Condo Apt Apartment,500-599,,Sold,S,,0,,"Bike Storage, Concierge, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden",386.87,2395.03,C7351490,12/11/2023,589000,570000,599000,570000,95,1/2/2024,1/19/2024,22,Builder,,,,,211340389,,ROYAL LEPAGE REAL ESTATE SERVICES HEAPS ESTRIN TEAM,12/11/2023,"POWER 7 REALTY, BROKERAGE",1/5/2024
Toronto,Toronto C10,Mount Pleasant West,2568,,9,1019,98,Lillian,98 Lillian St 1019 Toronto,M4S 0A5,1,,1,1,1,Open,Condo Apt Apartment,500-599,0-5,Sold,S,,0,,"Bbqs Allowed, Concierge, Gym, Indoor Pool, Party/Meeting Room, Sauna",433.51,2278.66,C7250482,10/26/2023,595500,570000,595500,570000,96,1/17/2024,5/1/2024,83,Mpac,,,,,765680030,1.90E+14,IPRO REALTY LTD.,10/26/2023,"RE/MAX REALTRON REALTY INC., BROKERAGE",1/17/2024
Toronto,Toronto C10,Mount Pleasant West,2763,,2,1202,161,Roehampton,161 Roehampton Ave 1202 Toronto,M4P 0C8,1,1,1 + 1,2,1,Open,Comm Element Condo Apartment,500-599,0-5,TER,W,,0,,"Concierge, Guest Suites, Gym, Outdoor Pool, Rooftop Deck/Garden, Security System",310,1888.03,C7238328,10/21/2023,575000,575000,575000,,,,,80,Builder Fp,,,1/9/2024,1/9/2024,211360566,1.90E+14,FIRST CLASS REALTY INC.,10/21/2023,,1/9/2024
Toronto,Toronto C10,Mount Pleasant West,2763,,1,1202,161,Roehampton,161 Roehampton Ave 1202 Toronto,M4P 0C8,1,1,1 + 1,2,1,Open,Comm Element Condo Apartment,500-599,0-5,TER,W,,0,,"Concierge, Guest Suites, Gym, Outdoor Pool, Rooftop Deck/Garden, Security System",349.65,2058.78,C7389148,1/9/2024,575000,575000,575000,,,,,26,Builder Fp,,,2/4/2024,2/5/2024,,1.90E+14,UNION CAPITAL REALTY,1/9/2024,,2/5/2024
Toronto,Toronto C10,Mount Pleasant West,1951,Panache Condominium,12,612,212,Eglinton,212 Eglinton Ave E 612 Toronto,M4P 0A3,1,,1,1,1,Jlte,Condo Apt Apartment,700-799,,Sold,E,Y,1,,"Concierge, Exercise Room, Guest Suites, Gym, Indoor Pool, Visitor Parking",706.82,2796,C7294130,11/13/2023,599000,580000,599000,580000,97,1/10/2024,2/7/2024,58,738 As Per Floorplan,,,,,211360454,,FOREST HILL REAL ESTATE INC.,11/13/2023,"RIGHT AT HOME REALTY, BROKERAGE",1/11/2024
Toronto,Toronto C10,Mount Pleasant West,2642,,12,612,185,Roehampton,185 Roehampton Ave 612 Toronto,M4P 0C6,1,1,1 + 1,2,1,Open,Condo Apt Apartment,600-699,,Sold,W,,0,,"Concierge, Gym, Outdoor Pool, Rooftop Deck/Garden",533,2518.5,C7386144,1/8/2024,599999,585000,599999,585000,98,2/12/2024,4/15/2024,35,Owner,,,,,,,PMT REALTY INC.,1/8/2024,"MEHOME REALTY (ONTARIO) INC., BROKERAGE",2/13/2024
Toronto,Toronto C10,Mount Pleasant West,2559,,7,807,30,Roehampton,30 Roehampton Ave 807 Toronto,M4P 0B9,1,,1,1,1,Open,Condo Apt Apartment,500-599,,TER,N,,0,,,429.23,2645.1,C7293490,11/13/2023,588000,588000,588000,,,,,70,Builder's Plan,,,1/21/2024,1/21/2024,765590000,,HOMELIFE NEW WORLD REALTY INC.,11/12/2023,,1/21/2024
Toronto,Toronto C10,Mount Pleasant West,2689,,1,2701,101,Erskine,101 Erskine Ave 2701 Toronto,M4P 1Y5,1,1,1 + 1,2,1,Terr,Condo Apt Apartment,500-599,,SUS,N,,0,,"Concierge, Exercise Room, Gym, Party/Meeting Room, Rooftop Deck/Garden, Security Guard",317.52,2309.45,C7293524,11/13/2023,589999,589999,589999,,,,,50,Builder,1/2/2024,1/2/2024,,,766890000,,CONDOMAN REALTY INC.,11/13/2023,,1/2/2024
Toronto,Toronto C10,Mount Pleasant West,2763,,2,3102,161,Roehampton,161 Roehampton Ave 3102 Toronto,M4P 1P9,1,1,1 + 1,2,1,Open,Condo Apt Apartment,500-599,0-5,TER,Sw,,0,,"Concierge, Exercise Room, Media Room, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",363.77,2258.67,C7280260,11/7/2023,598888,598888,598888,,,,,83,547 Suite 81 Balcony As Per Builder,,,1/29/2024,1/29/2024,211360566,,ROYAL LEPAGE PREMIUM ONE REALTY,11/7/2023,,1/29/2024
Toronto,Toronto C10,Mount Pleasant West,2726,,9,5509,8,Eglinton,8 Eglinton Ave E 5509 Toronto,M4P 0C1,1,1,1 + 1,2,1,Open,Condo Apt Apartment,500-599,,TER,E,,0,Owned,,459.7,2831.67,C7296362,11/14/2023,599000,599000,599000,,,,,76,Previous Mls Listing,,1/29/2024,1/29/2024,1/29/2024,767260774,,JDL REALTY INC.,11/14/2023,,1/29/2024
Toronto,Toronto C10,Mount Pleasant West,2120,,11,1311,83,Redpath,83 Redpath Ave 1311 Toronto,M4S 0A2,1,1,1 + 1,2,1,Open,Condo Apt Apartment,500-599,,TER,N,,0,Owned,,448.79,2278.66,C7355004,12/13/2023,600000,600000,600000,,,,,33,Builder's Plan,,,1/15/2024,1/15/2024,761200000,,ROYAL LEPAGE TERREQUITY REALTY,12/13/2023,,1/15/2024
Toronto,Toronto C10,Mount Pleasant West,1443,,9,910,43,Eglinton,43 Eglinton Ave E 910 Toronto,M4P 1A2,2,,2,2,1,Open,Condo Apt Apartment,700-799,,Sold,W,Y,1,Owned,,979.78,2678.42,C7359126,12/15/2023,630000,600000,599999,600000,100,1/19/2024,2/9/2024,35,747 Sqft Prior Listing,,,,,124430065,1.90E+14,AIMHOME REALTY INC.,12/15/2023,"INTERNATIONAL REALTY FIRM, INC., BROKERAGE",1/19/2024
Toronto,Toronto C10,Mount Pleasant West,1889,,1,1601,2181,Yonge,2181 Yonge St 1601 Toronto,M4S 3H7,1,,1,1,1,Open,Condo Apt Apartment,600-699,,Sold,Se,Y,1,Exclusive,,541.35,2798.35,C7372414,1/2/2024,619000,612500,619000,612500,99,1/18/2024,2/28/2024,16,605,,,,,211340377,,RE/MAX HALLMARK CORBO & KELOS GROUP REALTY LTD.,1/2/2024,"ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",1/25/2024
Toronto,Toronto C10,Mount Pleasant West,2763,,5,705,161,Roehampton,161 Roehampton Ave 705 Toronto,M4P 0C8,1,1,1 + 1,2,1,Open,Condo Apt Apartment,500-599,0-5,Sold,N,,0,,,374.91,2085.44,C7390734,1/10/2024,628000,615000,628000,615000,98,1/12/2024,2/14/2024,2,Mpac/Owner,,,,,767630177,,BAY STREET GROUP INC.,1/10/2024,"SUTTON GROUP-ADMIRAL REALTY INC., BROKERAGE",1/17/2024
Toronto,Toronto C10,Mount Pleasant West,2552,Life Condominiums,13,513,68,Merton,68 Merton St 513 Toronto,M4S 1A1,1,,1,1,1,Open,Condo Apt Apartment,500-599,2024-06-10 0:00,SUS,W,,0,Owned,"Concierge, Guest Suites, Party/Meeting Room, Visitor Parking",481.18,2132.6,C7065398,10/7/2023,618000,618000,618000,,,,,107,Builder,1/22/2024,1/22/2024,,,765520060,1.90E+14,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,10/7/2023,,1/22/2024
Toronto,Toronto C10,Mount Pleasant West,1335,,6,207,188,Redpath,188 Redpath Ave 207 Toronto,M4P 3J2,1,1,1 + 1,2,2,,Condo Apt Apartment,600-699,,EXP,E,Y,1,Exclusive,"Games Room, Party/Meeting Room",624.65,2578.48,C7000278,9/14/2023,639000,619500,619500,,,,,153,Floorplan,,,,,123350011,1.90E+14,RE/MAX HALLMARK REALTY LTD.,9/14/2023,,2/15/2024
Toronto,Toronto C10,Mount Pleasant West,1890,,6,1406,2181,Yonge,2181 Yonge St 1406 Toronto,M4S 2B1,1,,1,1,1,Open,Condo Apt Apartment,600-699,,EXP,W,Y,1,Owned,"Exercise Room, Indoor Pool, Recreation Room, Sauna, Security System",541.35,2647.8,C7223640,10/17/2023,599000,620000,620000,,,,,91,Previous Listing,,,,,211340377,1.90E+14,BAY STREET GROUP INC.,10/17/2023,,1/17/2024
Toronto,Toronto C10,Mount Pleasant West,1238,,6,807,260,Merton,260 Merton St 807 Toronto,M4S 3G2,1,1,1 + 1,2,1,Open,Condo Apt Apartment,700-799,16-30,Sold,S,Y,1,Exclusive,,782.29,2718.4,C7374644,1/3/2024,634000,620000,634000,620000,98,1/6/2024,2/22/2024,3,Floor Plan,,,,,122380053,1.90E+14,FREEMAN REAL ESTATE LTD.,1/3/2024,"ROYAL LEPAGE TERREQUITY ELITE REALTY, BROKERAGE",1/18/2024
Toronto,Toronto C10,Mount Pleasant West,2717,The Eglinton,4,3404,125,Redpath,125 Redpath Ave 3404 Toronto,M4S 0B5,1,,1,1,1,Open,Condo Apt Apartment,500-599,0-5,Sold,Ne,,1,Owned,"Bike Storage, Bus Ctr (Wifi Bldg), Concierge, Exercise Room, Guest Suites, Party/Meeting Room",405.57,2915.28,C8046202,2/5/2024,599900,620000,599900,620000,103,2/28/2024,3/28/2024,23,Builder Floor Plan,,,,,767170552,1.90E+14,RE/MAX ESCARPMENT REALTY INC.,2/5/2024,"HIGHMARK REALTY INC., BROKERAGE",2/29/2024
Toronto,Toronto C10,Mount Pleasant West,2642,,6,1606,185,Roehampton,185 Roehampton Ave 1606 Toronto,M4P 1R4,1,1,1 + 1,2,1,Open,Condo Apt Apartment,500-599,,TER,E,,0,Owned,,451.58,2311.97,C7275306,11/5/2023,620000,620000,620000,,,,,110,Owner,,,2/20/2024,2/20/2024,,,IPRO REALTY LTD.,11/2/2023,,2/20/2024
Toronto,Toronto C10,Mount Pleasant West,2552,,4,204,68,Merton,68 Merton St 204 Toronto,M4S 1A1,1,,1,1,1,Open,Condo Apt Apartment,500-599,2024-06-10 0:00,EXP,W,,0,,,463,2964.9,C7278530,11/6/2023,599900,628000,628000,,,,,60,535+50(Balcony),,,,,211240018,,HOMELIFE LANDMARK REALTY INC.,11/6/2023,,1/6/2024
Toronto,Toronto C10,Mount Pleasant East,1116,La Costa,2,102,600,Eglinton,600 Eglinton Ave E 102 Toronto,M4P 1P3,1,1,1 + 1,2,1,Terr,Condo Apt Apartment,700-799,,EXP,E,Y,1,Exclusive,"Exercise Room, Party/Meeting Room",794.16,2198.7,C7023358,9/22/2023,629000,629000,629000,,,,,112,Floor Plans,,,,,121160002,1.90E+14,SUMMERHILL PRESTIGE REAL ESTATE LTD.,9/22/2023,,1/13/2024
Toronto,Toronto C10,Mount Pleasant West,2950,E2 Condos,10,1410,39,Roehampton,39 Roehampton Ave 1410 Toronto,M4P 1P9,1,1,1 + 1,2,2,Open,Condo Apt Apartment,600-699,0-5,Sold,N,,0,,"Concierge, Games Room, Gym, Media Room, Security Guard, Visitor Parking",423.91,3113.96,C7345328,12/7/2023,658000,629000,658000,629000,96,1/12/2024,2/16/2024,36,3rd Party,,,,,769500127,1.90E+14,RARE REAL ESTATE,12/7/2023,"HARVEY KALLES REAL ESTATE LTD., BROKERAGE",1/18/2024
Toronto,Toronto C10,Mount Pleasant West,1890,Quantum South By Minto,1,1601,2181,Yonge,2181 Yonge St 1601 Toronto,M4S 3H7,1,,1,1,1,Open,Condo Apt Apartment,600-699,,EXP,Se,Y,1,Exclusive,,541.35,2798.35,C7221596,10/16/2023,649000,629000,629000,,,,,79,Owner,,,,,128900171,1.90E+14,RE/MAX HALLMARK CORBO & KELOS GROUP REALTY LTD.,10/13/2023,,1/1/2024
Toronto,Toronto C10,Mount Pleasant West,1553,The Parkside,4,Lph04,245,Davisville,245 Davisville Ave Lph04 Toronto,M4S 3H4,1,,1,1,1,Open,Condo Apt Apartment,600-699,,TER,S,Y,1,Owned,"Gym, Party/Meeting Room, Visitor Parking",479.13,2305.3,C7380384,1/5/2024,629900,629900,629900,,,,,48,Previous Listing,,,2/22/2024,2/22/2024,,,FERROW REAL ESTATE INC.,1/5/2024,,2/22/2024
Toronto,Toronto C10,Mount Pleasant West,2854,2221 Yonge,1,4101,2221,Yonge,2221 Yonge St 4101 Toronto,M4S 0B8,1,1,1 + 1,2,1,Open,Comm Element Condo Multi-Level,600-699,0-5,Sold,N,,0,Common,"Bus Ctr (Wifi Bldg), Concierge, Exercise Room, Games Room, Indoor Pool, Party/Meeting Room",512.78,3038.21,C7398078,1/14/2024,649000,630000,649000,630000,97,2/13/2024,3/25/2024,30,Floor Plan,,,,,,,HOMELIFE MAPLE LEAF REALTY LTD.,1/14/2024,"PROPERTY.CA INC., BROKERAGE",2/14/2024
Toronto,Toronto C10,Mount Pleasant West,2642,,12,612,185,Roehampton,185 Roehampton Ave 612 Toronto,M4P 0C6,1,1,1 + 1,2,1,Open,Condo Apt Apartment,600-699,,TER,W,,0,,"Concierge, Gym, Outdoor Pool, Rooftop Deck/Garden",533,2518.5,C7255010,10/27/2023,630000,630000,630000,,,,,73,Floor Plan,,,1/8/2024,1/8/2024,211360532,,PMT REALTY INC.,10/27/2023,,1/8/2024
Toronto,Toronto C10,Mount Pleasant West,2763,,7,1208,161,Roehampton,161 Roehampton Ave 1208 Toronto,M4P 1P9,1,1,1 + 1,2,1,Open,Condo Apt Apartment,500-599,,EXP,E,,0,,,381.6,2232.01,C7029008,9/25/2023,599000,638000,638000,,,,,97,574+104,,,,,211360566,,PRESTIGIUM REAL ESTATE LTD.,9/25/2023,,1/1/2024
Toronto,Toronto C10,Mount Pleasant West,2726,,1,4101,8,Eglinton,8 Eglinton Ave E 4101 Toronto,M4P 0C1,1,1,1 + 1,2,2,Open,Condo Apt Apartment,600-699,,Sold,S,,0,,,482.04,3238.09,C7241752,10/23/2023,680000,640000,680000,640000,94,1/9/2024,3/28/2024,78,As Per Builder,,,,,767260556,1.90E+14,RE/MAX REALTRON YC REALTY,10/23/2023,"JDL REALTY INC., BROKERAGE",1/11/2024
Toronto,Toronto C10,Mount Pleasant West,1238,,6,807,260,Merton,260 Merton St 807 Toronto,M4S 3G2,1,1,1 + 1,2,1,Open,Condo Apt Apartment,700-799,16-30,TER,S,Y,1,Exclusive,,782.29,2718.4,C7221868,10/16/2023,642500,642500,642500,,,,,79,Floor Plan,,,1/3/2024,1/3/2024,122380053,1.90E+14,FREEMAN REAL ESTATE LTD.,10/16/2023,,1/3/2024
Toronto,Toronto C10,Mount Pleasant East,0,,17,17,58,Sherwood,58 Sherwood Ave 17 Toronto,M4P 2A7,1,1,1 + 1,2,1,,Co-Ownership Apt Apartment,800-899,,Sold,Sw,,0,Exclusive,Rooftop Deck/Garden,792.17,0,C7291408,11/10/2023,647000,647000,647000,647000,100,1/26/2024,4/5/2024,77,Floor Plan,,,,,211370290,,SAGE REAL ESTATE LIMITED,11/10/2023,"PROPERTY.CA INC., BROKERAGE",1/29/2024
Toronto,Toronto C10,Mount Pleasant West,2556,,9,1909,89,Dunfield,89 Dunfield Ave 1909 Toronto,M4S 0A4,1,,1,1,1,Open,Condo Apt Apartment,500-599,,TER,S,,0,,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden",506.4,2527.74,C7360222,12/17/2023,648000,648000,648000,,,,,31,Sqft,,,1/17/2024,1/17/2024,5617859,3.65E+14,RIGHT AT HOME REALTY,12/17/2023,,1/17/2024
Toronto,Toronto C10,Mount Pleasant West,1965,Quantum 2,6,3606,2191,Yonge,2191 Yonge St 3606 Toronto,M4S 3H8,1,,1,1,1,Open,Condo Apt Apartment,600-699,,Sold,W,Y,1,Owned,"Concierge, Exercise Room, Guest Suites, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden",554.25,2898.29,C8008618,1/18/2024,659800,648000,659800,648000,98,1/24/2024,3/1/2024,6,Floor Plans,,,,,,,SOTHEBY`S INTERNATIONAL REALTY CANADA,1/18/2024,"CENTURY 21 LEADING EDGE REALTY INC., BROKERAGE",1/31/2024
Toronto,Toronto C10,Mount Pleasant West,2950,,1,1101,39,Roehampton,39 Roehampton Ave 1101 Toronto,M4P 1P9,1,1,1 + 1,2,2,Open,Condo Apt Apartment,600-699,New,Sold,N,,0,,"Concierge, Games Room, Guest Suites, Gym, Party/Meeting Room",425.25,3094,C7380486,1/5/2024,599000,648000,659900,648000,98,2/2/2024,3/13/2024,29,Floorplan,,,,,,,ROYAL LEPAGE SIGNATURE CONNECT.CA REALTY,1/4/2024,"MEHOME REALTY (ONTARIO) INC., BROKERAGE",2/5/2024
Toronto,Toronto C10,Mount Pleasant West,2898,,2,Ph02,99,Broadway,99 Broadway Ave Ph02 Toronto,M4P 0E3,1,1,1 + 1,2,2,Open,Comm Element Condo Apartment,500-599,,TER,N,,0,Owned,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",463.07,2444.3,C7316874,11/22/2023,649900,649900,649900,,,,,52,As Per Builder Plan,,,1/8/2024,1/8/2024,211360564,,KINGSWAY REAL ESTATE,11/17/2023,,1/8/2024
Toronto,Toronto C10,Mount Pleasant West,2854,,10,3711,2221,Yonge,2221 Yonge St 3711 Toronto,M4S 0B8,1,1,1 + 1,2,1,Open,Condo Apt Apartment,600-699,0-5,TER,Ns,,0,,"Bbqs Allowed, Concierge, Guest Suites, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",497.8,1876,C7342248,12/6/2023,659900,649900,649900,,,,,56,658 Sq.Ft Per Mpac,,1/30/2024,1/31/2024,1/31/2024,768540509,1.90E+14,ONE PERCENT REALTY LTD.,12/6/2023,,1/31/2024
Toronto,Toronto C10,Mount Pleasant West,2559,,21,621,30,Roehampton,30 Roehampton Ave 621 Toronto,M4P 0B9,1,1,1 + 1,2,1,Open,Condo Apt Apartment,600-699,,Sold,S,,0,,"Bike Storage, Concierge, Gym, Media Room, Party/Meeting Room, Sauna",501.54,2971,C8040634,2/2/2024,663000,650000,663000,650000,98,2/6/2024,4/3/2024,4,Per Mpac,,,,,765590195,1.90E+14,SUTTON GROUP-ADMIRAL REALTY INC.,2/2/2024,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",2/14/2024
Toronto,Toronto C10,Mount Pleasant East,2717,,606,606,125,Redpath,125 Redpath Ave 606 Toronto,M4S 0B5,2,,2,2,2,Terr,Condo Apt Apartment,500-599,0-5,TER,N,,0,Owned,"Concierge, Exercise Room, Guest Suites, Media Room, Party/Meeting Room, Rooftop Deck/Garden",472.66,2338.15,C7275324,11/5/2023,659990,659990,659990,,,,,74,Builder,,,1/18/2024,1/18/2024,767170000,,ROYAL LEPAGE SIGNATURE REALTY,11/5/2023,,1/18/2024
Toronto,Toronto C10,Mount Pleasant West,1987,The Residences Of 900 Mount Pleasant,8,1308,900,Mount Pleasant,900 Mount Pleasant Rd 1308 Toronto,M4P 3J9,1,,1,1,1,Open,Condo Apt Apartment,500-599,2024-11-15 0:00,Sold,E,Y,1,Owned,"Bbqs Allowed, Concierge, Exercise Room, Guest Suites, Gym, Party/Meeting Room",634.61,2538.5,C8030702,1/30/2024,669000,660000,669000,660000,99,2/7/2024,4/15/2024,8,Property Management,,,,,129870208,1.90E+14,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,1/30/2024,"ROYAL LEPAGE YOUR COMMUNITY REALTY, BROKERAGE",2/8/2024
Toronto,Toronto C10,Mount Pleasant West,2103,The Republic,1,211,70,Roehampton,70 Roehampton Ave 211 Toronto,M4P 1R2,1,,1,1,1,Open,Condo Apt Apartment,600-699,,EXP,E,Y,1,,"Concierge, Exercise Room, Guest Suites, Indoor Pool, Rooftop Deck/Garden, Visitor Parking",440.57,3038.21,C7271976,11/3/2023,669900,669900,669900,,,,,66,Builders Plan,,,,,761030001,1.90E+14,RE/MAX PRIME PROPERTIES - UNIQUE GROUP,11/3/2023,,1/9/2024
Toronto,Toronto C10,Mount Pleasant West,2898,Citylights On Broadway,3,1603 Nt,99,Broadway,99 Broadway Ave 1603 Nt Toronto,M4P 0E3,2,,2,2,2,Open,Condo Apt Apartment,600-699,0-5,Sold,Ne,,0,Owned,"Concierge, Games Room, Gym, Media Room, Outdoor Pool, Rooftop Deck/Garden",517.38,2654.24,C7394704,1/11/2024,699900,670000,699900,670000,96,1/23/2024,3/15/2024,12,Builder's Plan,,,,,211360564,,RE/MAX CONDOS PLUS CORPORATION,1/11/2024,"PROPERTY.CA INC., BROKERAGE",1/24/2024
Toronto,Toronto C10,Mount Pleasant West,2559,Minto 30 Roe,21,621,30,Roehampton,30 Roehampton Ave 621 Toronto,M4P 0B9,1,1,1 + 1,2,1,Open,Condo Apt Apartment,600-699,,TER,S,,0,,"Bike Storage, Concierge, Gym, Media Room, Party/Meeting Room, Sauna",501.54,2971,C7246616,10/25/2023,678000,678000,678000,,,,,100,687 Per Mpac,,,2/2/2024,2/2/2024,765590195,1.90E+14,SUTTON GROUP-ADMIRAL REALTY INC.,10/25/2023,,2/2/2024
Toronto,Toronto C10,Mount Pleasant West,2559,Minto 30 Roe,6,2606,30,Roehampton,30 Roehampton Ave N 2606 Toronto,M4P 1R2,1,1,1 + 1,2,1,Open,Condo Apt Apartment,600-699,,SUS,E,,0,,"Bike Storage, Concierge, Gym, Party/Meeting Room",443.87,2984,C7271452,11/3/2023,279000,679000,679000,,,,,116,Mpac,2/27/2024,2/27/2024,,,,,RIGHT AT HOME REALTY,11/3/2023,,2/27/2024
Toronto,Toronto C10,Mount Pleasant West,2568,Madison Condo,1,1611,98,Lillian,98 Lillian St 1611 Toronto,M4S 0A5,1,1,1 + 1,2,1,Open,Condo Apt Apartment,500-599,2024-06-10 0:00,Sold,W,,1,,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Sauna",628.22,2991.57,C7312718,11/21/2023,709000,680000,709000,680000,96,2/17/2024,3/11/2024,88,Builder,,,,,,,RETREND REALTY LTD,11/21/2023,"CHESTNUT PARK REAL ESTATE LIMITED, BROKERAGE",2/20/2024
Toronto,Toronto C10,Mount Pleasant West,1339,The Metro,2,402,119,Merton,119 Merton St 402 Toronto,M4S 3G5,1,,1,1,2,Open,Condo Apt Multi-Level,600-699,,Sold,N,Y,1,Owned,"Bike Storage, Party/Meeting Room, Security System, Visitor Parking",592.22,2405.2,C7390746,1/10/2024,699000,680000,699000,680000,97,1/28/2024,3/29/2024,18,645,,,,,123390209,1.90E+14,MCCANN REALTY GROUP LTD.,1/10/2024,"RIGHT AT HOME REALTY, BROKERAGE",1/30/2024
Toronto,Toronto C10,Mount Pleasant West,2689,101 Erskine,1614,1614,101,Erskine,101 Erskine Ave 1614 Toronto,M4P 0C5,1,1,1 + 1,2,1,Open,Condo Apt Apartment,600-699,,Sold,W,Y,1,Owned,,459.8,3238,C8044206,2/5/2024,689000,681500,689000,681500,99,2/15/2024,5/22/2024,10,Builder's Plan,,,,,766890269,1.90E+14,FOREST HILL REAL ESTATE INC.,2/5/2024,"HOMELIFE LANDMARK REALTY INC., BROKERAGE",2/15/2024
Toronto,Toronto C10,Mount Pleasant West,2726,E Condo,1,4801,8,Eglinton,8 Eglinton Ave E 4801 Toronto,M4P 0C1,1,1,1 + 1,2,2,Open,Condo Apt Apartment,600-699,0-5,TER,S,,0,,"Concierge, Gym, Indoor Pool, Media Room, Party/Meeting Room, Sauna",482.04,3324.7,C7281632,11/7/2023,682000,682000,682000,,,,,98,620 Sq.Ft. As Per Buiulder's Plan,,,2/13/2024,2/13/2024,767260646,1.90E+14,RE/MAX REALTRON YC REALTY,11/7/2023,,2/13/2024
